rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,CurrentDate,Nation
1,1,0,OLD,20175222,킹스맨: 골든 서클,2017-09-27,5369227400,84.7,82491380,1.6,18908661696,619904,1020,0.2,2350671,1678,8530,2017-10-01,F
2,2,0,OLD,20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,2017-09-27,298315100,4.7,2903700,1,688405300,39598,-229,-0.6,93109,485,963,2017-10-01,F
3,3,0,OLD,20170364,레고 닌자고 무비,2017-09-28,245057000,3.9,12295300,5.3,567461300,32228,1027,3.3,75256,459,828,2017-10-01,F
4,4,1,OLD,20171962,킬러의 보디가드,2017-08-30,84443500,1.3,12404400,17.2,13570198600,14014,2321,19.8,1645640,162,274,2017-10-01,F
5,5,-1,OLD,20171090,베이비 드라이버,2017-09-14,104083100,1.6,5639820,5.7,6533886214,12584,466,3.8,801579,280,476,2017-10-01,F
6,6,0,OLD,20172627,리틀 프린세스 소피아 : 신비한 섬,2017-09-28,60569000,1.0,10064000,19.9,126918500,8599,1407,19.6,17783,129,262,2017-10-01,F
7,7,0,OLD,20173945,인비저블 게스트,2017-09-21,52774100,0.8,6234700,13.4,656899100,6275,557,9.7,81574,103,178,2017-10-01,F
8,8,0,OLD,20171312,우리의 20세기,2017-09-27,17544100,0.3,-1497600,-7.9,89703800,2098,-245,-10.5,11378,91,133,2017-10-01,F
9,9,1,OLD,20179696,그것,2017-09-06,14722200,0.2,438100,3.1,7306480607,1772,-20,-1.1,885173,27,51,2017-10-01,F
10,10,2,OLD,20164888,해피 버스데이,2017-09-28,11041800,0.2,2117900,23.7,37858500,1355,248,22.4,4731,81,118,2017-10-01,F
1,1,0,OLD,20175222,킹스맨: 골든 서클,2017-09-27,3667209900,57.3,-1702017500,-31.7,22575871596,475202,-144702,-23.3,2825873,1661,8436,2017-10-02,
2,2,0,OLD,20174142,아이 캔 스피크,2017-09-21,1596664100,24.9,-251404500,-13.6,14365376814,219081,-7676,-3.4,1868433,921,4352,2017-10-02,
3,3,0,OLD,20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,2017-09-27,226843300,3.5,-71471800,-24,915248600,33487,-6111,-15.4,126596,486,953,2017-10-02,
4,4,0,OLD,20170364,레고 닌자고 무비,2017-09-28,194563100,3.0,-50493900,-20.6,762024400,28597,-3631,-11.3,103853,453,832,2017-10-02,
5,5,0,OLD,20154909,살인자의 기억법,2017-09-06,194182700,3.0,-41490000,-17.6,21303996892,26070,-2538,-8.9,2648928,451,924,2017-10-02,
6,6,0,OLD,20171962,킬러의 보디가드,2017-08-30,79526000,1.2,-4917500,-5.8,13649724600,13216,-798,-5.7,1658856,169,289,2017-10-02,
7,7,0,OLD,20171090,베이비 드라이버,2017-09-14,94625700,1.5,-9457400,-9.1,6628511914,12741,157,1.2,814320,279,486,2017-10-02,
8,8,0,NEW,20165450,남한산성,2017-10-03,77640000,1.2,77640000,100,235401800,9722,9722,100,28918,40,41,2017-10-02,
9,9,-1,OLD,20172627,리틀 프린세스 소피아 : 신비한 섬,2017-09-28,53416500,0.8,-7152500,-11.8,180335000,8238,-361,-4.2,26021,135,275,2017-10-02,
10,10,-1,OLD,20173945,인비저블 게스트,2017-09-21,46367700,0.7,-6406400,-12.1,703266800,6209,-66,-1.1,87783,101,173,2017-10-02,
1,1,0,OLD,20174142,아이 캔 스피크,2017-09-21,1596664100,82.3,-251404500,-13.6,14365376814,219081,-7676,-3.4,1868433,921,4352,2017-10-02,K
2,2,0,OLD,20154909,살인자의 기억법,2017-09-06,194182700,10.0,-41490000,-17.6,21303996892,26070,-2538,-8.9,2648928,451,924,2017-10-02,K
3,3,0,NEW,20165450,남한산성,2017-10-03,77640000,4.0,77640000,100,235401800,9722,9722,100,28918,40,41,2017-10-02,K
4,4,-1,OLD,20166132,김광석,2017-08-30,31251500,1.6,-17281700,-35.6,686181600,4286,-1452,-25.3,87231,129,212,2017-10-02,K
5,5,-1,OLD,20169463,다시 태어나도 우리,2017-09-27,14770600,0.8,-4182900,-22.1,80150243,2151,-203,-8.6,10880,111,138,2017-10-02,K
6,6,1,OLD,20162869,택시운전사,2017-08-02,7099000,0.4,842000,13.5,95831214649,995,178,21.8,12183162,35,49,2017-10-02,K
7,7,-1,OLD,20171923,저수지 게임,2017-09-07,5971500,0.3,-873100,-12.8,964113500,805,-48,-5.6,122552,37,53,2017-10-02,K
8,8,0,OLD,20172642,여배우는 오늘도,2017-09-14,4541500,0.2,1450000,46.9,115363500,527,142,36.9,13870,20,23,2017-10-02,K
9,9,0,OLD,20162442,청년경찰,2017-08-09,2088000,0.1,227000,12.2,44377068016,273,28,11.4,5652785,11,14,2017-10-02,K
10,10,0,OLD,20178647,땐뽀걸즈,2017-09-27,1335000,0.1,-482800,-26.6,11351500,174,-47,-21.3,1544,15,19,2017-10-02,K
1,1,0,OLD,20175222,킹스맨: 골든 서클,2017-09-27,3667209900,82.2,-1702017500,-31.7,22575871596,475202,-144702,-23.3,2825873,1661,8436,2017-10-02,F
2,2,0,OLD,20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,2017-09-27,226843300,5.1,-71471800,-24,915248600,33487,-6111,-15.4,126596,486,953,2017-10-02,F
3,3,0,OLD,20170364,레고 닌자고 무비,2017-09-28,194563100,4.4,-50493900,-20.6,762024400,28597,-3631,-11.3,103853,453,832,2017-10-02,F
4,4,0,OLD,20171962,킬러의 보디가드,2017-08-30,79526000,1.8,-4917500,-5.8,13649724600,13216,-798,-5.7,1658856,169,289,2017-10-02,F
5,5,0,OLD,20171090,베이비 드라이버,2017-09-14,94625700,2.1,-9457400,-9.1,6628511914,12741,157,1.2,814320,279,486,2017-10-02,F
6,6,0,OLD,20172627,리틀 프린세스 소피아 : 신비한 섬,2017-09-28,53416500,1.2,-7152500,-11.8,180335000,8238,-361,-4.2,26021,135,275,2017-10-02,F
7,7,0,OLD,20173945,인비저블 게스트,2017-09-21,46367700,1.0,-6406400,-12.1,703266800,6209,-66,-1.1,87783,101,173,2017-10-02,F
8,8,0,OLD,20171312,우리의 20세기,2017-09-27,20265700,0.5,2721600,15.5,109969500,2669,571,27.2,14047,98,154,2017-10-02,F
9,9,0,OLD,20179696,그것,2017-09-06,10849500,0.2,-3872700,-26.3,7317330107,1483,-289,-16.3,886656,31,53,2017-10-02,F
10,10,0,OLD,20164888,해피 버스데이,2017-09-28,9990600,0.2,-1051200,-9.5,47849100,1314,-41,-3,6045,77,109,2017-10-02,F
1,1,7,OLD,20165450,남한산성,2017-10-03,3669119900,39.1,3591479900,4625.8,3904521700,444585,434863,4473,473503,1125,5284,2017-10-03,
2,2,-1,OLD,20175222,킹스맨: 골든 서클,2017-09-27,2389982500,25.5,-1277227400,-34.8,24965854096,271178,-204024,-42.9,3097051,1015,4636,2017-10-03,
3,3,0,NEW,20172742,범죄도시,2017-10-03,1377207900,14.7,1377207900,100,1634269500,164399,164399,100,194807,600,2395,2017-10-03,
4,4,-2,OLD,20174142,아이 캔 스피크,2017-09-21,1155429400,12.3,-441234700,-27.6,15520806214,139816,-79265,-36.2,2008249,717,2592,2017-10-03,
5,5,0,NEW,20171817,넛잡 2,2017-10-03,205463700,2.2,205463700,100,235906700,27229,27229,100,31289,454,754,2017-10-03,
6,6,0,NEW,20170964,딥,2017-10-03,193615100,2.1,193615100,100,218946600,24826,24826,100,27961,422,654,2017-10-03,
7,7,-4,OLD,20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,2017-09-27,69926200,0.7,-156917100,-69.2,985174800,9233,-24254,-72.4,135829,212,262,2017-10-03,
8,8,0,NEW,20171369,매직울프,2017-10-03,62412800,0.7,62412800,100,87129900,8332,8332,100,11518,168,290,2017-10-03,
9,9,-3,OLD,20171962,킬러의 보디가드,2017-08-30,49068700,0.5,-30457300,-38.3,13698793300,8312,-4904,-37.1,1667168,114,187,2017-10-03,
10,10,-6,OLD,20170364,레고 닌자고 무비,2017-09-28,50615800,0.5,-143947300,-74,812640200,6694,-21903,-76.6,110547,180,197,2017-10-03,
1,1,2,OLD,20165450,남한산성,2017-10-03,3669119900,56.8,3591479900,4625.8,3904521700,444585,434863,4473,473503,1125,5284,2017-10-03,K
2,2,0,NEW,20172742,범죄도시,2017-10-03,1377207900,21.3,1377207900,100,1634269500,164399,164399,100,194807,600,2395,2017-10-03,K
3,3,-2,OLD,20174142,아이 캔 스피크,2017-09-21,1155429400,17.9,-441234700,-27.6,15520806214,139816,-79265,-36.2,2008249,717,2592,2017-10-03,K
4,4,0,NEW,20171817,넛잡 2,2017-10-03,205463700,3.2,205463700,100,235906700,27229,27229,100,31289,454,754,2017-10-03,K
5,5,-3,OLD,20154909,살인자의 기억법,2017-09-06,12166800,0.2,-182015900,-93.7,21316163692,1493,-24577,-94.3,2650421,43,64,2017-10-03,K
6,6,-2,OLD,20166132,김광석,2017-08-30,11683400,0.2,-19568100,-62.6,697865000,1421,-2865,-66.8,88652,100,129,2017-10-03,K
7,7,-2,OLD,20169463,다시 태어나도 우리,2017-09-27,8884400,0.1,-5886200,-39.9,89034643,1124,-1027,-47.7,12004,71,79,2017-10-03,K
8,8,-2,OLD,20162869,택시운전사,2017-08-02,3389500,0.1,-3709500,-52.3,95834604149,401,-594,-59.7,12183563,19,22,2017-10-03,K
9,9,-1,OLD,20172642,여배우는 오늘도,2017-09-14,3618300,0.1,-923200,-20.3,118981800,381,-146,-27.7,14251,25,25,2017-10-03,K
10,10,-3,OLD,20171923,저수지 게임,2017-09-07,3047900,0.0,-2923600,-49,967161400,377,-428,-53.2,122929,26,36,2017-10-03,K
1,1,0,OLD,20175222,킹스맨: 골든 서클,2017-09-27,2389982500,81.9,-1277227400,-34.8,24965854096,271178,-204024,-42.9,3097051,1015,4636,2017-10-03,F
2,2,0,NEW,20170964,딥,2017-10-03,193615100,6.6,193615100,100,218946600,24826,24826,100,27961,422,654,2017-10-03,F
3,3,-1,OLD,20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,2017-09-27,69926200,2.4,-156917100,-69.2,985174800,9233,-24254,-72.4,135829,212,262,2017-10-03,F
4,4,0,NEW,20171369,매직울프,2017-10-03,62412800,2.1,62412800,100,87129900,8332,8332,100,11518,168,290,2017-10-03,F
5,5,-1,OLD,20171962,킬러의 보디가드,2017-08-30,49068700,1.7,-30457300,-38.3,13698793300,8312,-4904,-37.1,1667168,114,187,2017-10-03,F
6,6,-3,OLD,20170364,레고 닌자고 무비,2017-09-28,50615800,1.7,-143947300,-74,812640200,6694,-21903,-76.6,110547,180,197,2017-10-03,F
7,7,-1,OLD,20172627,리틀 프린세스 소피아 : 신비한 섬,2017-09-28,26896000,0.9,-26520500,-49.6,207231000,3697,-4541,-55.1,29718,109,183,2017-10-03,F
8,8,0,OLD,20171312,우리의 20세기,2017-09-27,13147700,0.5,-7118000,-35.1,123117200,1584,-1085,-40.7,15631,66,99,2017-10-03,F
9,9,-4,OLD,20171090,베이비 드라이버,2017-09-14,8783200,0.3,-85842500,-90.7,6637295114,1004,-11737,-92.1,815324,19,27,2017-10-03,F
10,10,-3,OLD,20173945,인비저블 게스트,2017-09-21,6583200,0.2,-39784500,-85.8,709850000,760,-5449,-87.8,88543,20,26,2017-10-03,F
1,1,0,OLD,20165450,남한산성,2017-10-03,4655991000,41.7,986871100,26.9,8560512700,552722,108137,24.3,1026225,1165,5390,2017-10-04,
2,2,0,OLD,20175222,킹스맨: 골든 서클,2017-09-27,2508907600,22.5,118925100,5,27474761696,280831,9653,3.6,3377882,995,4426,2017-10-04,
3,3,0,OLD,20172742,범죄도시,2017-10-03,1737787900,15.6,360580000,26.2,3372057400,206458,42059,25.6,401265,687,2464,2017-10-04,
4,4,0,OLD,20174142,아이 캔 스피크,2017-09-21,1622726150,14.5,467296750,40.4,17143532364,194624,54808,39.2,2202873,774,2691,2017-10-04,
5,5,0,OLD,20171817,넛잡 2,2017-10-03,178591100,1.6,-26872600,-13.1,414497800,22722,-4507,-16.6,54011,449,721,2017-10-04,
6,6,0,OLD,20170964,딥,2017-10-03,149447700,1.3,-44167400,-22.8,368394300,18543,-6283,-25.3,46504,411,640,2017-10-04,
7,7,2,OLD,20171962,킬러의 보디가드,2017-08-30,63747900,0.6,14679200,29.9,13762541200,10860,2548,30.7,1678028,114,199,2017-10-04,
8,8,-1,OLD,20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,2017-09-27,49208000,0.4,-20718200,-29.6,1034382800,6237,-2996,-32.4,142066,183,230,2017-10-04,
9,9,1,OLD,20170364,레고 닌자고 무비,2017-09-28,32982200,0.3,-17633600,-34.8,845622400,4140,-2554,-38.2,114687,150,163,2017-10-04,
10,10,-2,OLD,20171369,매직울프,2017-10-03,22094100,0.2,-40318700,-64.6,109224000,2703,-5629,-67.6,14221,140,211,2017-10-04,
1,1,0,OLD,20165450,남한산성,2017-10-03,4655991000,56.5,986871100,26.9,8560512700,552722,108137,24.3,1026225,1165,5390,2017-10-04,K
2,2,0,OLD,20172742,범죄도시,2017-10-03,1737787900,21.1,360580000,26.2,3372057400,206458,42059,25.6,401265,687,2464,2017-10-04,K
3,3,0,OLD,20174142,아이 캔 스피크,2017-09-21,1622726150,19.7,467296750,40.4,17143532364,194624,54808,39.2,2202873,774,2691,2017-10-04,K
4,4,0,OLD,20171817,넛잡 2,2017-10-03,178591100,2.2,-26872600,-13.1,414497800,22722,-4507,-16.6,54011,449,721,2017-10-04,K
5,5,0,OLD,20154909,살인자의 기억법,2017-09-06,14353300,0.2,2186500,18,21330516992,1720,227,15.2,2652141,47,63,2017-10-04,K
6,6,0,OLD,20166132,김광석,2017-08-30,11619400,0.1,-64000,-0.5,709484400,1377,-44,-3.1,90029,96,124,2017-10-04,K
7,7,0,OLD,20169463,다시 태어나도 우리,2017-09-27,6110500,0.1,-2773900,-31.2,95145143,749,-375,-33.4,12753,28,34,2017-10-04,K
8,8,0,OLD,20162869,택시운전사,2017-08-02,3513600,0.0,124100,3.7,95838117749,442,41,10.2,12184005,16,22,2017-10-04,K
9,9,1,OLD,20171923,저수지 게임,2017-09-07,1689800,0.0,-1358100,-44.6,968851200,211,-166,-44,123140,21,27,2017-10-04,K
10,10,1,OLD,20165001,더 테이블,2017-08-24,878500,0.0,-346000,-28.3,823136400,109,-35,-24.3,102100,6,9,2017-10-04,K
1,1,0,OLD,20175222,킹스맨: 골든 서클,2017-09-27,2508907600,85.5,118925100,5,27474761696,280831,9653,3.6,3377882,995,4426,2017-10-04,F
2,2,0,OLD,20170964,딥,2017-10-03,149447700,5.1,-44167400,-22.8,368394300,18543,-6283,-25.3,46504,411,640,2017-10-04,F
3,3,2,OLD,20171962,킬러의 보디가드,2017-08-30,63747900,2.2,14679200,29.9,13762541200,10860,2548,30.7,1678028,114,199,2017-10-04,F
4,4,-1,OLD,20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,2017-09-27,49208000,1.7,-20718200,-29.6,1034382800,6237,-2996,-32.4,142066,183,230,2017-10-04,F
5,5,1,OLD,20170364,레고 닌자고 무비,2017-09-28,32982200,1.1,-17633600,-34.8,845622400,4140,-2554,-38.2,114687,150,163,2017-10-04,F
6,6,-2,OLD,20171369,매직울프,2017-10-03,22094100,0.8,-40318700,-64.6,109224000,2703,-5629,-67.6,14221,140,211,2017-10-04,F
7,7,50,OLD,20173092,어메이징 메리,2017-10-04,20146300,0.7,20120300,77385.8,27306300,2344,2340,58500,3224,61,111,2017-10-04,F
8,8,-1,OLD,20172627,리틀 프린세스 소피아 : 신비한 섬,2017-09-28,17299000,0.6,-9597000,-35.7,224530000,2334,-1363,-36.9,32052,102,168,2017-10-04,F
9,9,-1,OLD,20171312,우리의 20세기,2017-09-27,13217100,0.5,69400,0.5,136334300,1452,-132,-8.3,17083,46,67,2017-10-04,F
10,10,-1,OLD,20171090,베이비 드라이버,2017-09-14,11948600,0.4,3165400,36,6649243714,1364,360,35.9,816688,20,33,2017-10-04,F
1,1,0,OLD,20165450,남한산성,2017-10-03,4940801300,39.2,284810300,6.1,13501314000,599797,47075,8.5,1626022,1205,5528,2017-10-05,
2,2,0,OLD,20175222,킹스맨: 골든 서클,2017-09-27,2702210100,21.5,193302500,7.7,30176971796,306471,25640,9.1,3684353,945,4011,2017-10-05,
3,3,0,OLD,20172742,범죄도시,2017-10-03,2305372600,18.3,567584700,32.7,5677430000,277219,70761,34.3,678484,871,2966,2017-10-05,
4,4,0,OLD,20174142,아이 캔 스피크,2017-09-21,1656946500,13.2,34220350,2.1,18800478864,203407,8783,4.5,2406280,806,2806,2017-10-05,
5,5,0,OLD,20171817,넛잡 2,2017-10-03,318327200,2.5,139736100,78.2,732825000,41723,19001,83.6,95734,453,766,2017-10-05,
6,6,0,OLD,20170964,딥,2017-10-03,254461300,2.0,105013600,70.3,622855600,32431,13888,74.9,78935,441,698,2017-10-05,
7,7,1,OLD,20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,2017-09-27,89322400,0.7,40114400,81.5,1123705200,11767,5530,88.7,153833,198,254,2017-10-05,
8,8,-1,OLD,20171962,킬러의 보디가드,2017-08-30,63333500,0.5,-414400,-0.7,13825874700,10780,-80,-0.7,1688808,112,181,2017-10-05,
9,9,0,OLD,20170364,레고 닌자고 무비,2017-09-28,55619100,0.4,22636900,68.6,901241500,7208,3068,74.1,121895,144,164,2017-10-05,
10,10,2,OLD,20172627,리틀 프린세스 소피아 : 신비한 섬,2017-09-28,31211000,0.2,13912000,80.4,255741000,4287,1953,83.7,36339,107,174,2017-10-05,
1,1,0,OLD,20165450,남한산성,2017-10-03,4940801300,53.3,284810300,6.1,13501314000,599797,47075,8.5,1626022,1205,5528,2017-10-05,K
2,2,0,OLD,20172742,범죄도시,2017-10-03,2305372600,24.9,567584700,32.7,5677430000,277219,70761,34.3,678484,871,2966,2017-10-05,K
3,3,0,OLD,20174142,아이 캔 스피크,2017-09-21,1656946500,17.9,34220350,2.1,18800478864,203407,8783,4.5,2406280,806,2806,2017-10-05,K
4,4,0,OLD,20171817,넛잡 2,2017-10-03,318327200,3.4,139736100,78.2,732825000,41723,19001,83.6,95734,453,766,2017-10-05,K
5,5,1,OLD,20166132,김광석,2017-08-30,12296000,0.1,676600,5.8,721780400,1527,150,10.9,91556,92,120,2017-10-05,K
6,6,-1,OLD,20154909,살인자의 기억법,2017-09-06,10094600,0.1,-4258700,-29.7,21340611592,1248,-472,-27.4,2653389,40,55,2017-10-05,K
7,7,0,OLD,20169463,다시 태어나도 우리,2017-09-27,9084000,0.1,2973500,48.7,104229143,1128,379,50.6,13881,30,39,2017-10-05,K
8,8,0,OLD,20162869,택시운전사,2017-08-02,3775100,0.0,261500,7.4,95841892849,479,37,8.4,12184484,15,20,2017-10-05,K
9,9,0,OLD,20171923,저수지 게임,2017-09-07,1548700,0.0,-141100,-8.4,970399900,216,5,2.4,123356,16,19,2017-10-05,K
10,10,1,OLD,20172642,여배우는 오늘도,2017-09-14,1490000,0.0,708000,90.5,121253800,206,114,123.9,14549,16,20,2017-10-05,K
1,1,0,OLD,20175222,킹스맨: 골든 서클,2017-09-27,2702210100,81.2,193302500,7.7,30176971796,306471,25640,9.1,3684353,945,4011,2017-10-05,F
2,2,0,OLD,20170964,딥,2017-10-03,254461300,7.6,105013600,70.3,622855600,32431,13888,74.9,78935,441,698,2017-10-05,F
3,3,1,OLD,20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,2017-09-27,89322400,2.7,40114400,81.5,1123705200,11767,5530,88.7,153833,198,254,2017-10-05,F
4,4,-1,OLD,20171962,킬러의 보디가드,2017-08-30,63333500,1.9,-414400,-0.7,13825874700,10780,-80,-0.7,1688808,112,181,2017-10-05,F
5,5,0,OLD,20170364,레고 닌자고 무비,2017-09-28,55619100,1.7,22636900,68.6,901241500,7208,3068,74.1,121895,144,164,2017-10-05,F
6,6,2,OLD,20172627,리틀 프린세스 소피아 : 신비한 섬,2017-09-28,31211000,0.9,13912000,80.4,255741000,4287,1953,83.7,36339,107,174,2017-10-05,F
7,7,-1,OLD,20171369,매직울프,2017-10-03,27137600,0.8,5043500,22.8,136361600,3376,673,24.9,17597,141,203,2017-10-05,F
8,8,-1,OLD,20173092,어메이징 메리,2017-10-04,27992800,0.8,7846500,38.9,55299100,3354,1010,43.1,6578,61,109,2017-10-05,F
9,9,0,OLD,20171312,우리의 20세기,2017-09-27,17314100,0.5,4097000,31,153648400,1808,356,24.5,18891,44,65,2017-10-05,F
10,10,0,OLD,20171090,베이비 드라이버,2017-09-14,9207600,0.3,-2741000,-22.9,6658451314,1121,-243,-17.8,817809,18,30,2017-10-05,F
1,1,0,OLD,20165450,남한산성,2017-10-03,4731723954,36.8,-209077346,-4.2,18233037954,582294,-17503,-2.9,2208316,1221,5466,2017-10-06,
2,2,1,OLD,20172742,범죄도시,2017-10-03,2764014054,21.5,458641454,19.9,8441444054,333298,56079,20.2,1011782,1007,3460,2017-10-06,
3,3,-1,OLD,20175222,킹스맨: 골든 서클,2017-09-27,2514100067,19.6,-188110033,-7,32691071863,286426,-20045,-6.5,3970779,910,3707,2017-10-06,
4,4,0,OLD,20174142,아이 캔 스피크,2017-09-21,1551230679,12.1,-105715821,-6.4,20351709543,193628,-9779,-4.8,2599908,790,2658,2017-10-06,
5,5,0,OLD,20171817,넛잡 2,2017-10-03,434294300,3.4,115967100,36.4,1167119300,58114,16391,39.3,153848,476,785,2017-10-06,
6,6,0,OLD,20170964,딥,2017-10-03,309482300,2.4,55021000,21.6,932337900,40189,7758,23.9,119124,433,663,2017-10-06,
7,7,0,OLD,20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,2017-09-27,106842700,0.8,17520300,19.6,1230547900,14269,2502,21.3,168102,196,241,2017-10-06,
8,8,0,NEW,20168282,블레이드 러너 2049,2017-10-12,101636000,0.8,101636000,100,104884000,11660,11660,100,12066,153,153,2017-10-06,
9,9,-1,OLD,20171962,킬러의 보디가드,2017-08-30,54802100,0.4,-8531400,-13.5,13880676800,9290,-1490,-13.8,1698098,120,172,2017-10-06,
10,10,-1,OLD,20170364,레고 닌자고 무비,2017-09-28,62681200,0.5,7062100,12.7,963922700,8394,1186,16.5,130289,132,156,2017-10-06,
1,1,0,OLD,20165450,남한산성,2017-10-03,4731723954,49.7,-209077346,-4.2,18233037954,582294,-17503,-2.9,2208316,1221,5466,2017-10-06,K
2,2,0,OLD,20172742,범죄도시,2017-10-03,2764014054,29.0,458641454,19.9,8441444054,333298,56079,20.2,1011782,1007,3460,2017-10-06,K
3,3,0,OLD,20174142,아이 캔 스피크,2017-09-21,1551230679,16.3,-105715821,-6.4,20351709543,193628,-9779,-4.8,2599908,790,2658,2017-10-06,K
4,4,0,OLD,20171817,넛잡 2,2017-10-03,434294300,4.6,115967100,36.4,1167119300,58114,16391,39.3,153848,476,785,2017-10-06,K
5,5,0,OLD,20166132,김광석,2017-08-30,13346900,0.1,1050900,8.5,735127300,1645,118,7.7,93201,100,123,2017-10-06,K
6,6,1,OLD,20169463,다시 태어나도 우리,2017-09-27,10541100,0.1,1457100,16,114770243,1304,176,15.6,15185,29,40,2017-10-06,K
7,7,-1,OLD,20154909,살인자의 기억법,2017-09-06,7904800,0.1,-2189800,-21.7,21348516392,962,-286,-22.9,2654351,29,37,2017-10-06,K
8,8,0,OLD,20162869,택시운전사,2017-08-02,2400500,0.0,-1374600,-36.4,95844293349,313,-166,-34.7,12184797,12,17,2017-10-06,K
9,9,0,OLD,20171923,저수지 게임,2017-09-07,1733500,0.0,184800,11.9,972133400,239,23,10.6,123595,17,21,2017-10-06,K
10,10,1,OLD,20178647,땐뽀걸즈,2017-09-27,1840000,0.0,315500,20.7,16650900,222,44,24.7,2175,11,13,2017-10-06,K
1,1,0,OLD,20175222,킹스맨: 골든 서클,2017-09-27,2514100067,75.4,-188110033,-7,32691071863,286426,-20045,-6.5,3970779,910,3707,2017-10-06,F
2,2,0,OLD,20170964,딥,2017-10-03,309482300,9.3,55021000,21.6,932337900,40189,7758,23.9,119124,433,663,2017-10-06,F
3,3,0,OLD,20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,2017-09-27,106842700,3.2,17520300,19.6,1230547900,14269,2502,21.3,168102,196,241,2017-10-06,F
