rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,CurrentDate,Nation
7,7,-1,OLD,20070454,원스,2007-09-20,22474100,0.8,-14969000,-40,1653930700,2986,-1923,-39.2,242282,143,328,2017-11-02,
8,8,18,OLD,20173806,노 게임 노 라이프 -제로-,2017-10-19,22324400,0.8,18501400,483.9,547280000,2985,2515,535.1,66619,46,64,2017-11-02,
9,9,29,OLD,20173612,메소드,2017-11-02,21924900,0.8,20370900,1310.9,39399400,2857,2700,1719.7,5092,238,399,2017-11-02,
10,10,29,OLD,20177342,내게 남은 사랑을,2017-11-02,14573500,0.5,13691500,1552.3,62678500,2181,2034,1383.7,8395,143,209,2017-11-02,
1,1,11,OLD,20172603,부라더,2017-11-02,746500200,46.3,744460200,36493.1,940741900,100941,100601,29588.5,125883,712,3426,2017-11-02,K
2,2,19,OLD,20169643,침묵,2017-11-02,420845300,26.1,419791300,39828.4,478576200,57510,57378,43468.2,63842,612,2581,2017-11-02,K
3,3,-2,OLD,20172742,범죄도시,2017-10-03,343228200,21.3,-141572100,-29.2,49880383504,45275,-19180,-29.8,6102424,550,1947,2017-11-02,K
4,4,14,OLD,20173612,메소드,2017-11-02,21924900,1.4,20370900,1310.9,39399400,2857,2700,1719.7,5092,238,399,2017-11-02,K
5,5,14,OLD,20177342,내게 남은 사랑을,2017-11-02,14573500,0.9,13691500,1552.3,62678500,2181,2034,1383.7,8395,143,209,2017-11-02,K
6,6,-1,OLD,20175208,뷰티풀 투모로우,2017-10-26,12189000,0.8,-5583900,-31.4,310859900,1516,-688,-31.2,35873,33,60,2017-11-02,K
7,7,-3,OLD,20174142,아이 캔 스피크,2017-09-21,6831000,0.4,-8424900,-55.2,25451286686,1326,-1039,-43.9,3266162,21,21,2017-11-02,K
8,8,-6,OLD,20164424,대장 김창수,2017-10-19,6489000,0.4,-30408600,-82.4,2839984615,1000,-4347,-81.3,375290,46,53,2017-11-02,K
9,9,-3,OLD,20171885,노트르담 드 파리,2017-11-01,10311000,0.6,-5754500,-35.8,34746500,843,-559,-39.9,2980,31,55,2017-11-02,K
10,10,-7,OLD,20165450,남한산성,2017-10-03,4403500,0.3,-18631900,-80.9,31154627392,656,-2640,-80.1,3838823,41,51,2017-11-02,K
1,1,0,OLD,20175121,토르: 라그나로크,2017-10-25,783942000,68.5,-213981900,-21.4,21744644124,99572,-30064,-23.2,2737134,1000,4818,2017-11-02,F
2,2,0,NEW,20173724,직쏘,2017-11-02,142638500,12.5,142638500,100,148014500,17581,17581,100,18253,171,762,2017-11-02,F
3,3,-1,OLD,20171024,너의 췌장을 먹고 싶어,2017-10-25,89061400,7.8,-74424100,-45.5,2107405000,11352,-9652,-46,270836,182,576,2017-11-02,F
4,4,0,OLD,20070454,원스,2007-09-20,22474100,2.0,-14969000,-40,1653930700,2986,-1923,-39.2,242282,143,328,2017-11-02,F
5,5,11,OLD,20173806,노 게임 노 라이프 -제로-,2017-10-19,22324400,1.9,18501400,483.9,547280000,2985,2515,535.1,66619,46,64,2017-11-02,F
6,6,0,NEW,20173804,배드 지니어스,2017-11-02,13897000,1.2,13897000,100,35091000,1857,1857,100,4479,190,306,2017-11-02,F
7,7,-4,OLD,20173694,지오스톰,2017-10-19,8364500,0.7,-84924100,-91,8374578921,1229,-11563,-90.4,1013200,75,111,2017-11-02,F
8,8,0,NEW,20174902,신서유기 : 몽키킹의 부활,2017-11-02,5745100,0.5,5745100,100,5745100,774,774,100,774,102,105,2017-11-02,F
9,9,-4,OLD,20176767,"나는 내일, 어제의 너와 만난다",2017-10-12,3447000,0.3,-13621000,-79.8,1284737100,533,-2223,-80.7,166165,45,59,2017-11-02,F
10,10,0,OLD,20038755,루터,2017-10-18,3552000,0.3,-811600,-18.6,152551800,521,-180,-25.7,21187,15,21,2017-11-02,F
1,1,1,OLD,20175121,토르: 라그나로크,2017-10-25,1395246040,34.8,611304040,78,23139890164,162641,63069,63.3,2899775,1017,4965,2017-11-03,
2,2,-1,OLD,20172603,부라더,2017-11-02,1053391476,26.3,306891276,41.1,1994133376,130102,29161,28.9,255985,759,3632,2017-11-03,
3,3,1,OLD,20172742,범죄도시,2017-10-03,530506840,13.3,187278640,54.6,50410890344,62666,17391,38.4,6165090,575,2036,2017-11-03,
4,4,-1,OLD,20169643,침묵,2017-11-02,493607624,12.3,72762324,17.3,972183824,60910,3400,5.9,124752,630,2661,2017-11-03,
5,5,0,OLD,20173724,직쏘,2017-11-02,152756400,3.8,10117900,7.1,300770900,17034,-547,-3.1,35287,166,743,2017-11-03,
6,6,0,OLD,20171024,너의 췌장을 먹고 싶어,2017-10-25,142242300,3.6,53180900,59.7,2249647300,16539,5187,45.7,287375,187,598,2017-11-03,
7,7,0,OLD,20070454,원스,2007-09-20,30964700,0.8,8490600,37.8,1684895400,3691,705,23.6,245973,145,327,2017-11-03,
8,8,1,OLD,20173612,메소드,2017-11-02,21552600,0.5,-372300,-1.7,60952000,2520,-337,-11.8,7612,244,392,2017-11-03,
9,9,5,OLD,20173694,지오스톰,2017-10-19,13364560,0.3,5000060,59.8,8387943481,1853,624,50.8,1015053,90,126,2017-11-03,
10,10,-2,OLD,20173806,노 게임 노 라이프 -제로-,2017-10-19,14003000,0.3,-8321400,-37.3,561283000,1610,-1375,-46.1,68229,44,51,2017-11-03,
1,1,0,OLD,20172603,부라더,2017-11-02,1053391476,48.2,306891276,41.1,1994133376,130102,29161,28.9,255985,759,3632,2017-11-03,K
2,2,1,OLD,20172742,범죄도시,2017-10-03,530506840,24.3,187278640,54.6,50410890344,62666,17391,38.4,6165090,575,2036,2017-11-03,K
3,3,-1,OLD,20169643,침묵,2017-11-02,493607624,22.6,72762324,17.3,972183824,60910,3400,5.9,124752,630,2661,2017-11-03,K
4,4,0,OLD,20173612,메소드,2017-11-02,21552600,1.0,-372300,-1.7,60952000,2520,-337,-11.8,7612,244,392,2017-11-03,K
5,5,1,OLD,20175208,뷰티풀 투모로우,2017-10-26,13391600,0.6,1202600,9.9,324251500,1500,-16,-1.1,37373,33,65,2017-11-03,K
6,6,2,OLD,20164424,대장 김창수,2017-10-19,8253500,0.4,1764500,27.2,2848238115,1226,226,22.6,376516,51,56,2017-11-03,K
7,7,-2,OLD,20177342,내게 남은 사랑을,2017-11-02,8641500,0.4,-5932000,-40.7,71320000,1209,-972,-44.6,9604,144,206,2017-11-03,K
8,8,4,OLD,20172404,올드마린보이,2017-11-02,6875800,0.3,4444300,182.8,24174300,853,546,177.9,3570,54,79,2017-11-03,K
9,9,1,OLD,20165450,남한산성,2017-10-03,6169500,0.3,1766000,40.1,31160796892,823,167,25.5,3839646,42,52,2017-11-03,K
10,10,4,OLD,20171817,넛잡 2,2017-10-03,3899500,0.2,2331500,148.7,2981681200,650,397,156.9,398956,29,40,2017-11-03,K
1,1,0,OLD,20175121,토르: 라그나로크,2017-10-25,1395246040,76.8,611304040,78,23139890164,162641,63069,63.3,2899775,1017,4965,2017-11-03,F
2,2,0,OLD,20173724,직쏘,2017-11-02,152756400,8.4,10117900,7.1,300770900,17034,-547,-3.1,35287,166,743,2017-11-03,F
3,3,0,OLD,20171024,너의 췌장을 먹고 싶어,2017-10-25,142242300,7.8,53180900,59.7,2249647300,16539,5187,45.7,287375,187,598,2017-11-03,F
4,4,0,OLD,20070454,원스,2007-09-20,30964700,1.7,8490600,37.8,1684895400,3691,705,23.6,245973,145,327,2017-11-03,F
5,5,2,OLD,20173694,지오스톰,2017-10-19,13364560,0.7,5000060,59.8,8387943481,1853,624,50.8,1015053,90,126,2017-11-03,F
6,6,-1,OLD,20173806,노 게임 노 라이프 -제로-,2017-10-19,14003000,0.8,-8321400,-37.3,561283000,1610,-1375,-46.1,68229,44,51,2017-11-03,F
7,7,-1,OLD,20173804,배드 지니어스,2017-11-02,12242476,0.7,-1654524,-11.9,47333476,1503,-354,-19.1,5982,200,292,2017-11-03,F
8,8,0,OLD,20174902,신서유기 : 몽키킹의 부활,2017-11-02,7202500,0.4,1457400,25.4,12947600,947,173,22.4,1721,106,111,2017-11-03,F
9,9,0,OLD,20176767,"나는 내일, 어제의 너와 만난다",2017-10-12,5716000,0.3,2269000,65.8,1290453100,799,266,49.9,166964,43,62,2017-11-03,F
10,10,0,OLD,20038755,루터,2017-10-18,3663000,0.2,111000,3.1,156214800,534,13,2.5,21721,16,24,2017-11-03,F
1,1,0,OLD,20175121,토르: 라그나로크,2017-10-25,3127486767,40.1,1732240727,124.2,26267376931,365000,202359,124.4,3264775,1047,5189,2017-11-04,
2,2,0,OLD,20172603,부라더,2017-11-02,2051485060,26.3,998093584,94.8,4045618436,249687,119585,91.9,505672,884,4183,2017-11-04,
3,3,0,OLD,20172742,범죄도시,2017-10-03,939860367,12.0,409353527,77.2,51350750711,109027,46361,74,6274117,610,2179,2017-11-04,
4,4,0,OLD,20169643,침묵,2017-11-02,780123440,10.0,286515816,58,1752307264,93390,32480,53.3,218142,634,2633,2017-11-04,
5,5,1,OLD,20171024,너의 췌장을 먹고 싶어,2017-10-25,253803000,3.3,111560700,78.4,2503450300,30180,13641,82.5,317555,196,576,2017-11-04,
6,6,-1,OLD,20173724,직쏘,2017-11-02,207242500,2.7,54486100,35.7,508013400,22803,5769,33.9,58090,175,682,2017-11-04,
7,7,8,OLD,20174902,신서유기 : 몽키킹의 부활,2017-11-02,42463300,0.5,35260800,489.6,55410900,5737,4790,505.8,7458,212,293,2017-11-04,
8,8,1,OLD,20173694,지오스톰,2017-10-19,36893933,0.5,23529373,176.1,8424837414,5202,3349,180.7,1020255,85,130,2017-11-04,
9,9,-2,OLD,20070454,원스,2007-09-20,44097200,0.6,13132500,42.4,1728992600,5152,1461,39.6,251125,145,294,2017-11-04,
10,10,2,OLD,20175208,뷰티풀 투모로우,2017-10-26,37808200,0.5,24416600,182.3,362059700,4152,2652,176.8,41525,37,85,2017-11-04,
1,1,0,OLD,20172603,부라더,2017-11-02,2051485060,52.2,998093584,94.8,4045618436,249687,119585,91.9,505672,884,4183,2017-11-04,K
2,2,0,OLD,20172742,범죄도시,2017-10-03,939860367,23.9,409353527,77.2,51350750711,109027,46361,74,6274117,610,2179,2017-11-04,K
3,3,0,OLD,20169643,침묵,2017-11-02,780123440,19.9,286515816,58,1752307264,93390,32480,53.3,218142,634,2633,2017-11-04,K
4,4,1,OLD,20175208,뷰티풀 투모로우,2017-10-26,37808200,1.0,24416600,182.3,362059700,4152,2652,176.8,41525,37,85,2017-11-04,K
5,5,-1,OLD,20173612,메소드,2017-11-02,28115100,0.7,6562500,30.4,89067100,3353,833,33.1,10965,224,324,2017-11-04,K
6,6,4,OLD,20171817,넛잡 2,2017-10-03,20462800,0.5,16563300,424.8,3002144000,2736,2086,320.9,401692,81,105,2017-11-04,K
7,7,0,OLD,20177342,내게 남은 사랑을,2017-11-02,11785000,0.3,3143500,36.4,83105000,1484,275,22.7,11088,156,205,2017-11-04,K
8,8,4,OLD,20030003,클래식,2003-01-30,6375500,0.2,2064500,47.9,16470500,775,262,51.1,2089,70,98,2017-11-04,K
9,9,2,OLD,20171885,노트르담 드 파리,2017-11-01,9409500,0.2,1703000,22.1,51862500,695,111,19,4259,33,58,2017-11-04,K
10,10,7,OLD,20010047,번지점프를 하다,2001-02-02,5184000,0.1,3346100,182.1,9700800,607,396,187.7,1221,72,93,2017-11-04,K
1,1,0,OLD,20175121,토르: 라그나로크,2017-10-25,3127486767,80.7,1732240727,124.2,26267376931,365000,202359,124.4,3264775,1047,5189,2017-11-04,F
2,2,1,OLD,20171024,너의 췌장을 먹고 싶어,2017-10-25,253803000,6.5,111560700,78.4,2503450300,30180,13641,82.5,317555,196,576,2017-11-04,F
3,3,-1,OLD,20173724,직쏘,2017-11-02,207242500,5.3,54486100,35.7,508013400,22803,5769,33.9,58090,175,682,2017-11-04,F
4,4,4,OLD,20174902,신서유기 : 몽키킹의 부활,2017-11-02,42463300,1.1,35260800,489.6,55410900,5737,4790,505.8,7458,212,293,2017-11-04,F
5,5,0,OLD,20173694,지오스톰,2017-10-19,36893933,1.0,23529373,176.1,8424837414,5202,3349,180.7,1020255,85,130,2017-11-04,F
6,6,-2,OLD,20070454,원스,2007-09-20,44097200,1.1,13132500,42.4,1728992600,5152,1461,39.6,251125,145,294,2017-11-04,F
7,7,-1,OLD,20173806,노 게임 노 라이프 -제로-,2017-10-19,28897300,0.7,14894300,106.4,590180300,3412,1802,111.9,71641,59,79,2017-11-04,F
8,8,-1,OLD,20173804,배드 지니어스,2017-11-02,17265060,0.4,5022584,41,64598536,2118,615,40.9,8100,187,250,2017-11-04,F
9,9,74,OLD,20176983,킹 오브 프리즘 - 프라이드 더 히어로,2017-06-10,15144500,0.4,15093500,29595.1,909015000,1893,1887,31450,110138,8,13,2017-11-04,F
10,10,0,NEW,20175244,극장판 파워레인저: 애니멀포스 VS 닌자포스 미래에서 온 메시지 ,2017-11-09,15386000,0.4,15386000,100,23418000,1545,1545,100,2549,8,8,2017-11-04,F
1,1,0,OLD,20175121,토르: 라그나로크,2017-10-25,2601163600,38.3,-526323167,-16.8,28868540531,306265,-58735,-16.1,3571040,1039,5078,2017-11-05,
2,2,0,OLD,20172603,부라더,2017-11-02,1868293700,27.5,-183191360,-8.9,5913912136,225890,-23797,-9.5,731562,889,4211,2017-11-05,
3,3,0,OLD,20172742,범죄도시,2017-10-03,820742200,12.1,-119118167,-12.7,52171492911,94881,-14146,-13,6368998,605,2145,2017-11-05,
4,4,0,OLD,20169643,침묵,2017-11-02,703798200,10.4,-76325240,-9.8,2456105464,84505,-8885,-9.5,302647,629,2535,2017-11-05,
5,5,0,OLD,20171024,너의 췌장을 먹고 싶어,2017-10-25,236049400,3.5,-17753600,-7,2739499700,27992,-2188,-7.2,345547,207,583,2017-11-05,
6,6,0,OLD,20173724,직쏘,2017-11-02,170353300,2.5,-36889200,-17.8,678366700,18566,-4237,-18.6,76656,172,650,2017-11-05,
7,7,0,OLD,20174902,신서유기 : 몽키킹의 부활,2017-11-02,48954700,0.7,6491400,15.3,104365600,6525,788,13.7,13983,211,287,2017-11-05,
8,8,0,OLD,20173694,지오스톰,2017-10-19,35898200,0.5,-995733,-2.7,8460735614,5067,-135,-2.6,1025322,88,132,2017-11-05,
9,9,0,OLD,20070454,원스,2007-09-20,36651600,0.5,-7445600,-16.9,1765644200,4297,-855,-16.6,255422,147,270,2017-11-05,
10,10,3,OLD,20171817,넛잡 2,2017-10-03,23624800,0.3,3162000,15.5,3025768800,3127,391,14.3,404819,79,104,2017-11-05,
1,1,0,OLD,20172603,부라더,2017-11-02,1868293700,52.8,-183191360,-8.9,5913912136,225890,-23797,-9.5,731562,889,4211,2017-11-05,K
2,2,0,OLD,20172742,범죄도시,2017-10-03,820742200,23.2,-119118167,-12.7,52171492911,94881,-14146,-13,6368998,605,2145,2017-11-05,K
3,3,0,OLD,20169643,침묵,2017-11-02,703798200,19.9,-76325240,-9.8,2456105464,84505,-8885,-9.5,302647,629,2535,2017-11-05,K
4,4,2,OLD,20171817,넛잡 2,2017-10-03,23624800,0.7,3162000,15.5,3025768800,3127,391,14.3,404819,79,104,2017-11-05,K
5,5,0,OLD,20173612,메소드,2017-11-02,23790300,0.7,-4324800,-15.4,112857400,2896,-457,-13.6,13861,228,316,2017-11-05,K
6,6,1,OLD,20177342,내게 남은 사랑을,2017-11-02,19291100,0.5,7506100,63.7,102396100,2487,1003,67.6,13575,149,198,2017-11-05,K
7,7,-3,OLD,20175208,뷰티풀 투모로우,2017-10-26,20714200,0.6,-17094000,-45.2,382773900,2190,-1962,-47.3,43715,33,63,2017-11-05,K
8,8,1,OLD,20171885,노트르담 드 파리,2017-11-01,9701000,0.3,291500,3.1,61563500,715,20,2.9,4974,33,57,2017-11-05,K
9,9,-1,OLD,20030003,클래식,2003-01-30,5780000,0.2,-595500,-9.3,22250500,670,-105,-13.5,2759,70,75,2017-11-05,K
10,10,1,OLD,20165450,남한산성,2017-10-03,4607300,0.1,-54200,-1.2,31170065692,545,-26,-4.6,3840762,22,27,2017-11-05,K
1,1,0,OLD,20175121,토르: 라그나로크,2017-10-25,2601163600,80.2,-526323167,-16.8,28868540531,306265,-58735,-16.1,3571040,1039,5078,2017-11-05,F
2,2,0,OLD,20171024,너의 췌장을 먹고 싶어,2017-10-25,236049400,7.3,-17753600,-7,2739499700,27992,-2188,-7.2,345547,207,583,2017-11-05,F
3,3,0,OLD,20173724,직쏘,2017-11-02,170353300,5.2,-36889200,-17.8,678366700,18566,-4237,-18.6,76656,172,650,2017-11-05,F
4,4,0,OLD,20174902,신서유기 : 몽키킹의 부활,2017-11-02,48954700,1.5,6491400,15.3,104365600,6525,788,13.7,13983,211,287,2017-11-05,F
5,5,0,OLD,20173694,지오스톰,2017-10-19,35898200,1.1,-995733,-2.7,8460735614,5067,-135,-2.6,1025322,88,132,2017-11-05,F
6,6,0,OLD,20070454,원스,2007-09-20,36651600,1.1,-7445600,-16.9,1765644200,4297,-855,-16.6,255422,147,270,2017-11-05,F
7,7,0,OLD,20173806,노 게임 노 라이프 -제로-,2017-10-19,19160700,0.6,-9736600,-33.7,609341000,2259,-1153,-33.8,73900,56,78,2017-11-05,F
8,8,0,OLD,20173804,배드 지니어스,2017-11-02,16933900,0.5,-331160,-1.9,81532436,2086,-32,-1.5,10186,186,247,2017-11-05,F
9,9,2,OLD,20176767,"나는 내일, 어제의 너와 만난다",2017-10-12,9413000,0.3,402000,4.5,1308877100,1479,68,4.8,169854,50,59,2017-11-05,F
10,10,2,OLD,20174103,배저로와 친구들: 신비한 모험,2017-10-26,7827800,0.2,-905200,-10.4,160052900,1133,-207,-15.4,22733,57,66,2017-11-05,F
1,1,0,OLD,20175121,토르: 라그나로크,2017-10-25,563989300,29.5,-2037174300,-78.3,29432529831,71307,-234958,-76.7,3642347,943,4573,2017-11-06,
2,2,0,OLD,20172603,부라더,2017-11-02,517585400,27.1,-1350708300,-72.3,6431497536,69429,-156461,-69.3,800991,824,3917,2017-11-06,
3,3,0,OLD,20172742,범죄도시,2017-10-03,289152000,15.1,-531590200,-64.8,52460644911,37951,-56930,-60,6406949,547,2079,2017-11-06,
4,4,0,OLD,20169643,침묵,2017-11-02,248753800,13.0,-455044400,-64.7,2704859264,33631,-50874,-60.2,336278,589,2429,2017-11-06,
5,5,0,OLD,20171024,너의 췌장을 먹고 싶어,2017-10-25,70666100,3.7,-165383300,-70.1,2810165800,8995,-18997,-67.9,354542,177,582,2017-11-06,
6,6,0,OLD,20173724,직쏘,2017-11-02,64945900,3.4,-105407400,-61.9,743312600,7961,-10605,-57.1,84617,157,595,2017-11-06,
7,7,0,NEW,20161681,미옥,2017-11-09,16774000,0.9,16774000,100,16899000,2098,2098,100,2123,5,7,2017-11-06,
8,8,1,OLD,20070454,원스,2007-09-20,14534600,0.8,-22117000,-60.3,1780178800,1936,-2361,-54.9,257358,129,271,2017-11-06,
9,9,2,OLD,20173612,메소드,2017-11-02,12858400,0.7,-10931900,-46,125715800,1707,-1189,-41.1,15568,205,315,2017-11-06,
10,10,5,OLD,20173804,배드 지니어스,2017-11-02,8983500,0.5,-7950400,-46.9,90515936,1248,-838,-40.2,11434,181,244,2017-11-06,
1,1,0,OLD,20172603,부라더,2017-11-02,517585400,45.4,-1350708300,-72.3,6431497536,69429,-156461,-69.3,800991,824,3917,2017-11-06,K
2,2,0,OLD,20172742,범죄도시,2017-10-03,289152000,25.4,-531590200,-64.8,52460644911,37951,-56930,-60,6406949,547,2079,2017-11-06,K
3,3,0,OLD,20169643,침묵,2017-11-02,248753800,21.8,-455044400,-64.7,2704859264,33631,-50874,-60.2,336278,589,2429,2017-11-06,K
4,4,0,NEW,20161681,미옥,2017-11-09,16774000,1.5,16774000,100,16899000,2098,2098,100,2123,5,7,2017-11-06,K
5,5,0,OLD,20173612,메소드,2017-11-02,12858400,1.1,-10931900,-46,125715800,1707,-1189,-41.1,15568,205,315,2017-11-06,K
6,6,16,OLD,20174142,아이 캔 스피크,2017-09-21,5523000,0.5,3960000,253.4,25463704686,1116,921,472.3,3268186,19,20,2017-11-06,K
7,7,0,NEW,20175441,채비,2017-11-09,6450000,0.6,6450000,100,29624000,898,898,100,3985,5,5,2017-11-06,K
8,8,-2,OLD,20177342,내게 남은 사랑을,2017-11-02,5245500,0.5,-14045600,-72.8,107641600,806,-1681,-67.6,14381,128,175,2017-11-06,K
9,9,-2,OLD,20175208,뷰티풀 투모로우,2017-10-26,5882300,0.5,-14831900,-71.6,388656200,726,-1464,-66.8,44441,30,52,2017-11-06,K
10,10,7,OLD,20164424,대장 김창수,2017-10-19,3300500,0.3,1779500,117,2855192615,474,255,116.4,377545,34,42,2017-11-06,K
1,1,0,OLD,20175121,토르: 라그나로크,2017-10-25,563989300,73.3,-2037174300,-78.3,29432529831,71307,-234958,-76.7,3642347,943,4573,2017-11-06,F
2,2,0,OLD,20171024,너의 췌장을 먹고 싶어,2017-10-25,70666100,9.2,-165383300,-70.1,2810165800,8995,-18997,-67.9,354542,177,582,2017-11-06,F
3,3,0,OLD,20173724,직쏘,2017-11-02,64945900,8.4,-105407400,-61.9,743312600,7961,-10605,-57.1,84617,157,595,2017-11-06,F
4,4,2,OLD,20070454,원스,2007-09-20,14534600,1.9,-22117000,-60.3,1780178800,1936,-2361,-54.9,257358,129,271,2017-11-06,F
5,5,3,OLD,20173804,배드 지니어스,2017-11-02,8983500,1.2,-7950400,-46.9,90515936,1248,-838,-40.2,11434,181,244,2017-11-06,F
6,6,-1,OLD,20173694,지오스톰,2017-10-19,4923500,0.6,-30974700,-86.3,8465659114,745,-4322,-85.3,1026067,72,99,2017-11-06,F
7,7,2,OLD,20176767,"나는 내일, 어제의 너와 만난다",2017-10-12,3591400,0.5,-5821600,-61.8,1312468500,581,-898,-60.7,170435,44,56,2017-11-06,F
