rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,CurrentDate,Nation
9,9,0,OLD,20174622,해피 데스데이,2017-11-08,71830774,1.1,25392101,54.7,10875163502,8718,2689,44.6,1365751,252,460,2017-12-02,
10,10,16,OLD,20175223,래빗 스쿨,2017-11-23,45606200,0.7,43154700,1760.3,325683800,6064,5681,1483.3,44500,124,160,2017-12-02,
1,1,0,OLD,20165748,꾼,2017-11-22,2317118874,54.8,1164706601,101.1,21288432495,277291,135408,95.4,2743508,1006,5146,2017-12-02,K
2,2,0,OLD,20173581,기억의 밤,2017-11-29,1301664153,30.8,582567181,81,3127214025,157883,68234,76.1,421241,747,3505,2017-12-02,K
3,3,0,OLD,20161762,반드시 잡는다,2017-11-29,544461227,12.9,239498382,78.5,1530796872,66161,27619,71.7,209303,518,2318,2017-12-02,K
4,4,2,OLD,20172742,범죄도시,2017-10-03,13611600,0.3,6391700,88.5,56284437749,1591,724,83.5,6875750,48,61,2017-12-02,K
5,5,0,NEW,20174846,뽀로로 극장판 공룡섬 대모험,2017-12-07,9502000,0.2,9502000,100,32342000,993,993,100,3935,6,6,2017-12-02,K
6,6,-1,OLD,20175441,채비,2017-11-09,4602100,0.1,-3461400,-42.9,1187287264,674,-424,-38.6,165305,20,23,2017-12-02,K
7,7,1,OLD,20168754,7호실,2017-11-15,5281800,0.1,2928900,124.5,2660834739,670,370,123.3,344960,21,30,2017-12-02,K
8,8,4,OLD,20174142,아이 캔 스피크,2017-09-21,5873000,0.1,4622000,369.5,25500565186,599,406,210.4,3274351,2,2,2017-12-02,K
9,9,0,NEW,20174663,돌아온다,2017-12-07,3114000,0.1,3114000,100,10133000,340,340,100,1247,3,3,2017-12-02,K
10,10,1,OLD,20163906,아들에게 가는 길,2017-11-30,2235000,0.1,836500,59.8,15604900,305,111,57.2,2196,45,60,2017-12-02,K
1,1,0,OLD,20178581,오리엔트 특급 살인,2017-11-29,1186744973,56.2,608375818,105.2,2772218428,141706,70744,99.7,368873,700,3317,2017-12-02,F
2,2,1,OLD,20168221,저스티스 리그,2017-11-15,193044800,9.1,100668200,109,14226167595,23699,11980,102.2,1734168,413,795,2017-12-02,F
3,3,-1,OLD,20040695,이프 온리,2004-10-29,171837600,8.1,68369200,66.1,5944244800,19830,7695,63.4,914751,164,697,2017-12-02,F
4,4,0,OLD,20179942,러빙 빈센트,2017-11-09,120926400,5.7,50480100,71.7,2081605600,14284,5844,69.2,262137,184,393,2017-12-02,F
5,5,0,OLD,20175121,토르: 라그나로크,2017-10-25,108838400,5.1,46288900,74,38885694095,13158,5279,67,4810550,205,307,2017-12-02,F
6,6,0,OLD,20174622,해피 데스데이,2017-11-08,71830774,3.4,25392101,54.7,10875163502,8718,2689,44.6,1365751,252,460,2017-12-02,F
7,7,13,OLD,20175223,래빗 스쿨,2017-11-23,45606200,2.2,43154700,1760.3,325683800,6064,5681,1483.3,44500,124,160,2017-12-02,F
8,8,1,OLD,20174073,빅 배드 폭스,2017-11-30,37982100,1.8,31792100,513.6,55205100,4987,4100,462.2,7347,202,264,2017-12-02,F
9,9,1,OLD,20175811,토마스와 친구들: 그레이트 레이스,2017-11-30,36587600,1.7,31806900,665.3,48673700,4770,4117,630.5,6410,249,361,2017-12-02,F
10,10,13,OLD,20175288,피터와 모글리의 크리스마스 어드벤처,2017-11-23,15900100,0.8,14218600,845.6,181965600,2177,1894,669.3,24987,57,77,2017-12-02,F
1,1,0,OLD,20165748,꾼,2017-11-22,2117649400,36.6,-199469474,-8.6,23406081895,252473,-24818,-9,2995981,1000,5033,2017-12-03,
2,2,0,OLD,20173581,기억의 밤,2017-11-29,1231048800,21.3,-70615353,-5.4,4358262825,148507,-9376,-5.9,569748,751,3452,2017-12-03,
3,3,0,OLD,20178581,오리엔트 특급 살인,2017-11-29,999706500,17.3,-187038473,-15.8,3771924928,119988,-21718,-15.3,488861,707,3208,2017-12-03,
4,4,0,OLD,20161762,반드시 잡는다,2017-11-29,556699700,9.6,12238473,2.2,2087496572,67170,1009,1.5,276473,537,2244,2017-12-03,
5,5,0,OLD,20168221,저스티스 리그,2017-11-15,165016700,2.9,-28028100,-14.5,14391184295,20412,-3287,-13.9,1754580,404,775,2017-12-03,
6,6,0,OLD,20040695,이프 온리,2004-10-29,156813800,2.7,-15023800,-8.7,6101058600,18029,-1801,-9.1,932780,168,662,2017-12-03,
7,7,0,OLD,20179942,러빙 빈센트,2017-11-09,113463400,2.0,-7463000,-6.2,2195069000,13497,-787,-5.5,275634,187,392,2017-12-03,
8,8,0,OLD,20175121,토르: 라그나로크,2017-10-25,104021900,1.8,-4816500,-4.4,38989715995,12638,-520,-4,4823188,206,303,2017-12-03,
9,9,0,OLD,20174622,해피 데스데이,2017-11-08,52735100,0.9,-19095674,-26.6,10927898602,6370,-2348,-26.9,1372121,243,416,2017-12-03,
10,10,1,OLD,20174073,빅 배드 폭스,2017-11-30,47454100,0.8,9472000,24.9,102659200,6085,1098,22,13432,219,284,2017-12-03,
1,1,0,OLD,20165748,꾼,2017-11-22,2117649400,53.7,-199469474,-8.6,23406081895,252473,-24818,-9,2995981,1000,5033,2017-12-03,K
2,2,0,OLD,20173581,기억의 밤,2017-11-29,1231048800,31.2,-70615353,-5.4,4358262825,148507,-9376,-5.9,569748,751,3452,2017-12-03,K
3,3,0,OLD,20161762,반드시 잡는다,2017-11-29,556699700,14.1,12238473,2.2,2087496572,67170,1009,1.5,276473,537,2244,2017-12-03,K
4,4,0,OLD,20172742,범죄도시,2017-10-03,11309900,0.3,-2301700,-16.9,56295747649,1299,-292,-18.4,6877049,45,56,2017-12-03,K
5,5,2,OLD,20168754,7호실,2017-11-15,2990000,0.1,-2291800,-43.4,2663824739,379,-291,-43.4,345339,15,21,2017-12-03,K
6,6,4,OLD,20163906,아들에게 가는 길,2017-11-30,2300100,0.1,65100,2.9,17905000,306,1,0.3,2502,37,49,2017-12-03,K
7,7,2,OLD,20174663,돌아온다,2017-12-07,1776000,0.0,-1338000,-43,11909000,296,-44,-12.9,1543,2,2,2017-12-03,K
8,8,5,OLD,20175208,뷰티풀 투모로우,2017-10-26,1621500,0.0,506500,45.4,548013700,190,61,47.3,62650,1,3,2017-12-03,K
9,9,0,NEW,20110014,연산군,1962-01-01,429000,0.0,429000,100,10797000,143,143,100,5313,1,4,2017-12-03,K
10,10,-4,OLD,20175441,채비,2017-11-09,1054100,0.0,-3548000,-77.1,1188341364,141,-533,-79.1,165446,17,20,2017-12-03,K
1,1,0,OLD,20178581,오리엔트 특급 살인,2017-11-29,999706500,54.2,-187038473,-15.8,3771924928,119988,-21718,-15.3,488861,707,3208,2017-12-03,F
2,2,0,OLD,20168221,저스티스 리그,2017-11-15,165016700,8.9,-28028100,-14.5,14391184295,20412,-3287,-13.9,1754580,404,775,2017-12-03,F
3,3,0,OLD,20040695,이프 온리,2004-10-29,156813800,8.5,-15023800,-8.7,6101058600,18029,-1801,-9.1,932780,168,662,2017-12-03,F
4,4,0,OLD,20179942,러빙 빈센트,2017-11-09,113463400,6.2,-7463000,-6.2,2195069000,13497,-787,-5.5,275634,187,392,2017-12-03,F
5,5,0,OLD,20175121,토르: 라그나로크,2017-10-25,104021900,5.6,-4816500,-4.4,38989715995,12638,-520,-4,4823188,206,303,2017-12-03,F
6,6,0,OLD,20174622,해피 데스데이,2017-11-08,52735100,2.9,-19095674,-26.6,10927898602,6370,-2348,-26.9,1372121,243,416,2017-12-03,F
7,7,1,OLD,20174073,빅 배드 폭스,2017-11-30,47454100,2.6,9472000,24.9,102659200,6085,1098,22,13432,219,284,2017-12-03,F
8,8,-1,OLD,20175223,래빗 스쿨,2017-11-23,47274700,2.6,1668500,3.7,372958500,6078,14,0.2,50578,126,165,2017-12-03,F
9,9,0,OLD,20175811,토마스와 친구들: 그레이트 레이스,2017-11-30,33886700,1.8,-2700900,-7.4,82560400,4397,-373,-7.8,10807,246,355,2017-12-03,F
10,10,0,OLD,20175288,피터와 모글리의 크리스마스 어드벤처,2017-11-23,16343200,0.9,443100,2.8,198308800,2141,-36,-1.7,27128,54,74,2017-12-03,F
1,1,0,OLD,20165748,꾼,2017-11-22,616403500,34.3,-1501245900,-70.9,24022485395,84468,-168005,-66.5,3080449,954,4633,2017-12-04,
2,2,0,OLD,20173581,기억의 밤,2017-11-29,425316800,23.7,-805732000,-65.5,4783579625,57770,-90737,-61.1,627518,720,3351,2017-12-04,
3,3,0,OLD,20178581,오리엔트 특급 살인,2017-11-29,278407300,15.5,-721299200,-72.2,4050332228,38169,-81819,-68.2,527030,645,2821,2017-12-04,
4,4,0,OLD,20161762,반드시 잡는다,2017-11-29,184480400,10.3,-372219300,-66.9,2271976972,25360,-41810,-62.2,301833,512,2177,2017-12-04,
5,5,1,OLD,20040695,이프 온리,2004-10-29,58965700,3.3,-97848100,-62.4,6160024300,7852,-10177,-56.4,940632,147,628,2017-12-04,
6,6,1,OLD,20179942,러빙 빈센트,2017-11-09,46212400,2.6,-67251000,-59.3,2241281400,6187,-7310,-54.2,281821,177,399,2017-12-04,
7,7,-2,OLD,20168221,저스티스 리그,2017-11-15,37139100,2.1,-127877600,-77.5,14428323395,5030,-15382,-75.4,1759610,374,741,2017-12-04,
8,8,0,OLD,20175121,토르: 라그나로크,2017-10-25,33801500,1.9,-70220400,-67.5,39023517495,4556,-8082,-63.9,4827744,223,348,2017-12-04,
9,9,0,OLD,20174622,해피 데스데이,2017-11-08,16727200,0.9,-36007900,-68.3,10944625802,2257,-4113,-64.6,1374378,213,365,2017-12-04,
10,10,0,NEW,20170272,산상수훈,2017-12-07,5865000,0.3,5865000,100,13794000,1079,1079,100,2108,3,3,2017-12-04,
1,1,0,OLD,20165748,꾼,2017-11-22,616403500,48.4,-1501245900,-70.9,24022485395,84468,-168005,-66.5,3080449,954,4633,2017-12-04,K
2,2,0,OLD,20173581,기억의 밤,2017-11-29,425316800,33.4,-805732000,-65.5,4783579625,57770,-90737,-61.1,627518,720,3351,2017-12-04,K
3,3,0,OLD,20161762,반드시 잡는다,2017-11-29,184480400,14.5,-372219300,-66.9,2271976972,25360,-41810,-62.2,301833,512,2177,2017-12-04,K
4,4,0,NEW,20170272,산상수훈,2017-12-07,5865000,0.5,5865000,100,13794000,1079,1079,100,2108,3,3,2017-12-04,K
5,5,5,OLD,20175441,채비,2017-11-09,4835000,0.4,3780900,358.7,1193176364,758,617,437.6,166204,16,17,2017-12-04,K
6,6,1,OLD,20174663,돌아온다,2017-12-07,3600000,0.3,1824000,102.7,15509000,600,304,102.7,2143,2,4,2017-12-04,K
7,7,-3,OLD,20172742,범죄도시,2017-10-03,4108500,0.3,-7201400,-63.7,56299856149,541,-758,-58.4,6877590,51,67,2017-12-04,K
8,8,0,NEW,20174846,뽀로로 극장판 공룡섬 대모험,2017-12-07,4128000,0.3,4128000,100,36470000,516,516,100,4451,3,3,2017-12-04,K
9,9,29,OLD,20173903,역모-반란의 시대,2017-11-23,2980000,0.2,2790000,1468.4,207151600,482,450,1406.3,28403,14,16,2017-12-04,K
10,10,0,NEW,20081066,길소뜸,1986-04-05,682000,0.1,682000,100,9572000,341,341,100,4042,1,5,2017-12-04,K
1,1,0,OLD,20178581,오리엔트 특급 살인,2017-11-29,278407300,53.2,-721299200,-72.2,4050332228,38169,-81819,-68.2,527030,645,2821,2017-12-04,F
2,2,1,OLD,20040695,이프 온리,2004-10-29,58965700,11.3,-97848100,-62.4,6160024300,7852,-10177,-56.4,940632,147,628,2017-12-04,F
3,3,1,OLD,20179942,러빙 빈센트,2017-11-09,46212400,8.8,-67251000,-59.3,2241281400,6187,-7310,-54.2,281821,177,399,2017-12-04,F
4,4,-2,OLD,20168221,저스티스 리그,2017-11-15,37139100,7.1,-127877600,-77.5,14428323395,5030,-15382,-75.4,1759610,374,741,2017-12-04,F
5,5,0,OLD,20175121,토르: 라그나로크,2017-10-25,33801500,6.5,-70220400,-67.5,39023517495,4556,-8082,-63.9,4827744,223,348,2017-12-04,F
6,6,0,OLD,20174622,해피 데스데이,2017-11-08,16727200,3.2,-36007900,-68.3,10944625802,2257,-4113,-64.6,1374378,213,365,2017-12-04,F
7,7,4,OLD,20080349,버킷 리스트:죽기전에 꼭 하고싶은것들,2008-04-09,4877000,0.9,-5280700,-52,1904829200,714,-734,-50.7,286460,55,90,2017-12-04,F
8,8,7,OLD,20171024,너의 췌장을 먹고 싶어,2017-10-25,3917000,0.7,-1908000,-32.8,3687900300,555,-139,-20,463230,38,47,2017-12-04,F
9,9,0,OLD,20175811,토마스와 친구들: 그레이트 레이스,2017-11-30,3164500,0.6,-30722200,-90.7,85724900,484,-3913,-89,11291,110,117,2017-12-04,F
10,10,4,OLD,20175143,우리는 같은 꿈을 꾼다,2017-11-30,3443500,0.7,-2650000,-43.5,41012000,465,-304,-39.5,5209,32,48,2017-12-04,F
1,1,0,OLD,20165748,꾼,2017-11-22,585328700,32.8,-31074800,-5,24607814095,80925,-3543,-4.2,3161374,974,4617,2017-12-05,
2,2,0,OLD,20173581,기억의 밤,2017-11-29,416432800,23.4,-8884000,-2.1,5200012425,57348,-422,-0.7,684866,749,3315,2017-12-05,
3,3,0,OLD,20178581,오리엔트 특급 살인,2017-11-29,264001000,14.8,-14406300,-5.2,4314333228,36827,-1342,-3.5,563857,645,2761,2017-12-05,
4,4,0,OLD,20161762,반드시 잡는다,2017-11-29,191345900,10.7,6865500,3.7,2463322872,26474,1114,4.4,328307,535,2148,2017-12-05,
5,5,0,OLD,20040695,이프 온리,2004-10-29,60245300,3.4,1279600,2.2,6220269600,8046,194,2.5,948678,158,635,2017-12-05,
6,6,0,OLD,20179942,러빙 빈센트,2017-11-09,54815400,3.1,8603000,18.6,2296096800,7663,1476,23.9,289484,199,414,2017-12-05,
7,7,0,OLD,20168221,저스티스 리그,2017-11-15,37209000,2.1,69900,0.2,14465532395,5298,268,5.3,1764908,372,739,2017-12-05,
8,8,0,OLD,20175121,토르: 라그나로크,2017-10-25,30630500,1.7,-3171000,-9.4,39054147995,4238,-318,-7,4831982,222,351,2017-12-05,
9,9,0,OLD,20174622,해피 데스데이,2017-11-08,16239800,0.9,-487400,-2.9,10960865602,2277,20,0.9,1376655,214,348,2017-12-05,
10,10,1,OLD,20175441,채비,2017-11-09,10813000,0.6,5978000,123.6,1203989364,1733,975,128.6,167937,31,33,2017-12-05,
1,1,0,OLD,20165748,꾼,2017-11-22,585328700,47.4,-31074800,-5,24607814095,80925,-3543,-4.2,3161374,974,4617,2017-12-05,K
2,2,0,OLD,20173581,기억의 밤,2017-11-29,416432800,33.7,-8884000,-2.1,5200012425,57348,-422,-0.7,684866,749,3315,2017-12-05,K
3,3,0,OLD,20161762,반드시 잡는다,2017-11-29,191345900,15.5,6865500,3.7,2463322872,26474,1114,4.4,328307,535,2148,2017-12-05,K
4,4,1,OLD,20175441,채비,2017-11-09,10813000,0.9,5978000,123.6,1203989364,1733,975,128.6,167937,31,33,2017-12-05,K
5,5,8,OLD,20168754,7호실,2017-11-15,3121000,0.3,1805500,137.2,2668261239,541,346,177.4,346075,14,21,2017-12-05,K
6,6,1,OLD,20172742,범죄도시,2017-10-03,3710000,0.3,-398500,-9.7,56303566149,507,-34,-6.3,6878097,49,65,2017-12-05,K
7,7,2,OLD,20173903,역모-반란의 시대,2017-11-23,2509200,0.2,-470800,-15.8,209660800,421,-61,-12.7,28824,13,16,2017-12-05,K
8,8,4,OLD,20172603,부라더,2017-11-02,2162000,0.2,844500,64.1,11773523498,369,121,48.8,1491160,32,33,2017-12-05,K
9,9,0,NEW,20177081,드래곤빌리지<화이트니스타운을 구하라>,2017-06-08,1200500,0.1,1200500,100,12866000,343,343,100,3676,4,4,2017-12-05,K
10,10,0,NEW,20164424,대장 김창수,2017-10-19,1660000,0.1,1660000,100,2875385115,332,332,100,380911,1,1,2017-12-05,K
1,1,0,OLD,20178581,오리엔트 특급 살인,2017-11-29,264001000,48.3,-14406300,-5.2,4314333228,36827,-1342,-3.5,563857,645,2761,2017-12-05,F
2,2,0,OLD,20040695,이프 온리,2004-10-29,60245300,11.0,1279600,2.2,6220269600,8046,194,2.5,948678,158,635,2017-12-05,F
3,3,0,OLD,20179942,러빙 빈센트,2017-11-09,54815400,10.0,8603000,18.6,2296096800,7663,1476,23.9,289484,199,414,2017-12-05,F
4,4,0,OLD,20168221,저스티스 리그,2017-11-15,37209000,6.8,69900,0.2,14465532395,5298,268,5.3,1764908,372,739,2017-12-05,F
5,5,0,OLD,20175121,토르: 라그나로크,2017-10-25,30630500,5.6,-3171000,-9.4,39054147995,4238,-318,-7,4831982,222,351,2017-12-05,F
6,6,0,OLD,20174622,해피 데스데이,2017-11-08,16239800,3.0,-487400,-2.9,10960865602,2277,20,0.9,1376655,214,348,2017-12-05,F
7,7,0,NEW,20174585,메리와 마녀의 꽃,2017-12-07,9349000,1.7,9349000,100,11325000,1395,1395,100,1642,8,8,2017-12-05,F
8,8,-1,OLD,20080349,버킷 리스트:죽기전에 꼭 하고싶은것들,2008-04-09,5084000,0.9,207000,4.2,1909913200,740,26,3.6,287200,58,98,2017-12-05,F
9,9,0,NEW,20000067,러브레터,1999-11-20,4738300,0.9,4738300,100,573467292,576,576,100,76001,1,2,2017-12-05,F
10,10,14,OLD,20175288,피터와 모글리의 크리스마스 어드벤처,2017-11-23,2827000,0.5,2069500,273.2,201893300,561,428,321.8,27822,19,20,2017-12-05,F
1,1,0,OLD,20165748,꾼,2017-11-22,531876200,31.0,-53452500,-9.1,25139690295,73725,-7200,-8.9,3235099,949,4557,2017-12-06,
2,2,0,OLD,20173581,기억의 밤,2017-11-29,422807300,24.7,6374500,1.5,5622819725,58373,1025,1.8,743239,759,3442,2017-12-06,
3,3,0,OLD,20178581,오리엔트 특급 살인,2017-11-29,258964900,15.1,-5036100,-1.9,4573298128,35949,-878,-2.4,599806,659,2727,2017-12-06,
4,4,0,OLD,20161762,반드시 잡는다,2017-11-29,162301900,9.5,-29044000,-15.2,2625624772,22731,-3743,-14.1,351038,551,2104,2017-12-06,
5,5,0,OLD,20040695,이프 온리,2004-10-29,62265700,3.6,2020400,3.4,6282535300,8226,180,2.2,956904,155,635,2017-12-06,
6,6,0,OLD,20179942,러빙 빈센트,2017-11-09,44629400,2.6,-10186000,-18.6,2340726200,5953,-1710,-22.3,295437,187,399,2017-12-06,
7,7,0,OLD,20168221,저스티스 리그,2017-11-15,33824000,2.0,-3385000,-9.1,14499356395,4707,-591,-11.2,1769615,361,709,2017-12-06,
8,8,0,OLD,20175121,토르: 라그나로크,2017-10-25,30977200,1.8,346700,1.1,39085125195,4314,76,1.8,4836296,224,352,2017-12-06,
9,9,0,OLD,20174622,해피 데스데이,2017-11-08,16123900,0.9,-115900,-0.7,10976989502,2185,-92,-4,1378840,205,340,2017-12-06,
10,10,0,NEW,20175903,은혼,2017-12-07,12993500,0.8,12993500,100,14201500,1599,1599,100,1750,5,6,2017-12-06,
1,1,0,OLD,20165748,꾼,2017-11-22,531876200,45.8,-53452500,-9.1,25139690295,73725,-7200,-8.9,3235099,949,4557,2017-12-06,K
2,2,0,OLD,20173581,기억의 밤,2017-11-29,422807300,36.4,6374500,1.5,5622819725,58373,1025,1.8,743239,759,3442,2017-12-06,K
3,3,0,OLD,20161762,반드시 잡는다,2017-11-29,162301900,14.0,-29044000,-15.2,2625624772,22731,-3743,-14.1,351038,551,2104,2017-12-06,K
4,4,0,OLD,20175441,채비,2017-11-09,8225500,0.7,-2587500,-23.9,1212214864,1330,-403,-23.3,169267,26,29,2017-12-06,K
5,5,6,OLD,20163906,아들에게 가는 길,2017-11-30,5997000,0.5,4305500,254.5,26777000,1002,691,222.2,3979,43,53,2017-12-06,K
6,6,6,OLD,20174142,아이 캔 스피크,2017-09-21,3802000,0.3,2441000,179.4,25506427186,741,467,170.4,3275482,9,10,2017-12-06,K
7,7,-1,OLD,20172742,범죄도시,2017-10-03,4716000,0.4,1006000,27.1,56308282149,609,102,20.1,6878706,49,66,2017-12-06,K
8,8,9,OLD,20175208,뷰티풀 투모로우,2017-10-26,2154000,0.2,1312500,156,552273700,327,193,144,63279,1,4,2017-12-06,K
9,9,5,OLD,20174663,돌아온다,2017-12-07,1886000,0.2,987000,109.8,18294000,318,167,110.6,2612,3,3,2017-12-06,K
10,10,-5,OLD,20168754,7호실,2017-11-15,1841400,0.2,-1279600,-41,2670102639,311,-230,-42.5,346386,17,20,2017-12-06,K
1,1,0,OLD,20178581,오리엔트 특급 살인,2017-11-29,258964900,46.8,-5036100,-1.9,4573298128,35949,-878,-2.4,599806,659,2727,2017-12-06,F
2,2,0,OLD,20040695,이프 온리,2004-10-29,62265700,11.3,2020400,3.4,6282535300,8226,180,2.2,956904,155,635,2017-12-06,F
3,3,0,OLD,20179942,러빙 빈센트,2017-11-09,44629400,8.1,-10186000,-18.6,2340726200,5953,-1710,-22.3,295437,187,399,2017-12-06,F
4,4,0,OLD,20168221,저스티스 리그,2017-11-15,33824000,6.1,-3385000,-9.1,14499356395,4707,-591,-11.2,1769615,361,709,2017-12-06,F
5,5,0,OLD,20175121,토르: 라그나로크,2017-10-25,30977200,5.6,346700,1.1,39085125195,4314,76,1.8,4836296,224,352,2017-12-06,F
6,6,0,OLD,20174622,해피 데스데이,2017-11-08,16123900,2.9,-115900,-0.7,10976989502,2185,-92,-4,1378840,205,340,2017-12-06,F
7,7,0,NEW,20175903,은혼,2017-12-07,12993500,2.3,12993500,100,14201500,1599,1599,100,1750,5,6,2017-12-06,F
8,8,22,OLD,20172702,세 번째 살인,2017-12-14,12858100,2.3,11722100,1031.9,21152100,1438,1296,912.7,2301,17,17,2017-12-06,F
