rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,CurrentDate,Nation
3,3,0,OLD,20178126,인시디어스4: 라스트 키,2018-01-31,431416480,13.4,66023480,18.1,1428856980,51261,3516,7.4,202375,674,2326,2018-02-02,
4,4,0,OLD,20179985,코코,2018-01-11,324029500,10.1,66494300,25.8,22088637416,39372,4836,14,2809553,649,1705,2018-02-02,
5,5,1,OLD,20175054,메이즈 러너: 데스 큐어,2018-01-17,195694743,6.1,46658243,31.3,17479356368,23569,3945,20.1,2124162,472,1030,2018-02-02,
6,6,-1,OLD,20150976,신과함께-죄와 벌,2017-12-20,195021900,6.1,49475800,34,113106185837,23286,3661,18.7,14094472,492,1049,2018-02-02,
7,7,0,OLD,20178395,12 솔져스,2018-01-31,148977700,4.6,33227300,28.7,455644700,17024,2433,16.7,60747,181,799,2018-02-02,
8,8,0,OLD,20170590,1987,2017-12-27,114417200,3.6,26276800,29.8,57336364945,13966,2050,17.2,7126874,401,685,2018-02-02,
9,9,2,OLD,20178469,올 더 머니,2018-02-01,53476200,1.7,12111000,29.3,116283400,6358,808,14.6,14601,260,435,2018-02-02,
10,10,-1,OLD,20179228,마야2,2018-02-01,31825700,1.0,-11369600,-26.3,100046500,4557,-1685,-27,13609,296,352,2018-02-02,
1,1,0,OLD,20168323,염력,2018-01-31,862511977,46.1,99397977,13,3303167577,103337,1413,1.4,478553,1051,5717,2018-02-02,_K
2,2,0,OLD,20176104,그것만이 내 세상,2018-01-17,653956837,34.9,167274037,34.4,19469853289,78474,13910,21.5,2429512,746,2872,2018-02-02,_K
3,3,0,OLD,20150976,신과함께-죄와 벌,2017-12-20,195021900,10.4,49475800,34,113106185837,23286,3661,18.7,14094472,492,1049,2018-02-02,_K
4,4,0,OLD,20170590,1987,2017-12-27,114417200,6.1,26276800,29.8,57336364945,13966,2050,17.2,7126874,401,685,2018-02-02,_K
5,5,1,OLD,20168161,1급기밀,2018-01-24,17372400,0.9,457900,2.7,1627063800,2269,-209,-8.4,204837,141,217,2018-02-02,_K
6,6,-1,OLD,20179205,조선명탐정: 흡혈괴마의 비밀,2018-02-08,9266000,0.5,-37973000,-80.4,188411000,1100,-4687,-81,26680,5,5,2018-02-02,_K
7,7,0,OLD,20189525,젝스키스 에이틴,2018-01-18,4708000,0.3,685100,17,271962900,618,108,21.2,36196,3,5,2018-02-02,_K
8,8,4,OLD,20169443,공동정범,2018-01-25,2419200,0.1,665100,37.9,38660100,330,113,52.1,5290,29,34,2018-02-02,_K
9,9,2,OLD,20174323,B급 며느리,2018-01-17,2426000,0.1,662800,37.6,59560600,302,61,25.3,7774,20,29,2018-02-02,_K
10,10,8,OLD,20160484,누에치던 방,2018-01-31,2081500,0.1,1375500,194.8,9653000,273,175,178.6,1247,16,21,2018-02-02,_K
1,1,0,OLD,20178126,인시디어스4: 라스트 키,2018-01-31,431416480,32.1,66023480,18.1,1428856980,51261,3516,7.4,202375,674,2326,2018-02-02,_F
2,2,0,OLD,20179985,코코,2018-01-11,324029500,24.1,66494300,25.8,22088637416,39372,4836,14,2809553,649,1705,2018-02-02,_F
3,3,0,OLD,20175054,메이즈 러너: 데스 큐어,2018-01-17,195694743,14.6,46658243,31.3,17479356368,23569,3945,20.1,2124162,472,1030,2018-02-02,_F
4,4,0,OLD,20178395,12 솔져스,2018-01-31,148977700,11.1,33227300,28.7,455644700,17024,2433,16.7,60747,181,799,2018-02-02,_F
5,5,1,OLD,20178469,올 더 머니,2018-02-01,53476200,4.0,12111000,29.3,116283400,6358,808,14.6,14601,260,435,2018-02-02,_F
6,6,-1,OLD,20179228,마야2,2018-02-01,31825700,2.4,-11369600,-26.3,100046500,4557,-1685,-27,13609,296,352,2018-02-02,_F
7,7,0,OLD,19980074,타이타닉,1998-02-20,32457500,2.4,206500,0.6,4542342000,4027,-420,-9.4,378797,96,146,2018-02-02,_F
8,8,1,OLD,20179462,위대한 쇼맨,2017-12-20,22646700,1.7,3233300,16.7,10948667600,2621,65,2.5,1336302,65,103,2018-02-02,_F
9,9,-1,OLD,20178230,커뮤터,2018-01-24,21409200,1.6,769200,3.7,2164753855,2588,-266,-9.3,269746,163,260,2018-02-02,_F
10,10,2,OLD,20178672,패딩턴 2,2018-02-08,16198000,1.2,9608000,145.8,50292000,1841,1041,130.1,5634,9,9,2018-02-02,_F
1,1,0,OLD,20168323,염력,2018-01-31,1716622380,24.7,854110403,99,5019789957,204075,100738,97.5,682628,946,5171,2018-02-03,
2,2,0,OLD,20176104,그것만이 내 세상,2018-01-17,1565442648,22.6,911485811,139.4,21035295937,186723,108249,137.9,2616235,855,3358,2018-02-03,
3,3,1,OLD,20179985,코코,2018-01-11,1002101600,14.4,678072100,209.3,23090739016,122757,83385,211.8,2932310,805,2146,2018-02-03,
4,4,-1,OLD,20178126,인시디어스4: 라스트 키,2018-01-31,747861384,10.8,316444904,73.4,2176718364,89015,37754,73.7,291390,769,2599,2018-02-03,
5,5,1,OLD,20150976,신과함께-죄와 벌,2017-12-20,442316400,6.4,247294500,126.8,113548502237,52378,29092,124.9,14146850,534,1149,2018-02-03,
6,6,-1,OLD,20175054,메이즈 러너: 데스 큐어,2018-01-17,364251536,5.2,168556793,86.1,17843607904,43638,20069,85.1,2167800,508,978,2018-02-03,
7,7,0,OLD,20178395,12 솔져스,2018-01-31,313153200,4.5,164175500,110.2,768797900,35409,18385,108,96156,198,777,2018-02-03,
8,8,0,OLD,20170590,1987,2017-12-27,209234700,3.0,94817500,82.9,57545599645,24901,10935,78.3,7151775,387,636,2018-02-03,
9,9,1,OLD,20179228,마야2,2018-02-01,156370400,2.3,124544700,391.3,256416900,20589,16032,351.8,34198,407,599,2018-02-03,
10,10,-1,OLD,20178469,올 더 머니,2018-02-01,91658400,1.3,38182200,71.4,207941800,10742,4384,69,25343,255,404,2018-02-03,
1,1,0,OLD,20168323,염력,2018-01-31,1716622380,42.9,854110403,99,5019789957,204075,100738,97.5,682628,946,5171,2018-02-03,_K
2,2,0,OLD,20176104,그것만이 내 세상,2018-01-17,1565442648,39.1,911485811,139.4,21035295937,186723,108249,137.9,2616235,855,3358,2018-02-03,_K
3,3,0,OLD,20150976,신과함께-죄와 벌,2017-12-20,442316400,11.1,247294500,126.8,113548502237,52378,29092,124.9,14146850,534,1149,2018-02-03,_K
4,4,0,OLD,20170590,1987,2017-12-27,209234700,5.2,94817500,82.9,57545599645,24901,10935,78.3,7151775,387,636,2018-02-03,_K
5,5,0,OLD,20168161,1급기밀,2018-01-24,26507600,0.7,9135200,52.6,1653571400,3417,1148,50.6,208254,121,172,2018-02-03,_K
6,6,0,OLD,20179205,조선명탐정: 흡혈괴마의 비밀,2018-02-08,19762200,0.5,10496200,113.3,208173200,2263,1163,105.7,28943,11,14,2018-02-03,_K
7,7,0,OLD,20189525,젝스키스 에이틴,2018-01-18,3604500,0.1,-1103500,-23.4,275567400,413,-205,-33.2,36609,2,3,2018-02-03,_K
8,8,0,OLD,20169443,공동정범,2018-01-25,2695500,0.1,276300,11.4,41355600,355,25,7.6,5645,28,29,2018-02-03,_K
9,9,2,OLD,20177473,비밥바룰라,2018-01-24,2236000,0.1,652000,41.2,295882700,333,108,48,42595,22,28,2018-02-03,_K
10,10,3,OLD,20175930,피의 연대기,2018-01-18,2167900,0.1,567400,35.5,43744100,321,132,69.8,5512,12,14,2018-02-03,_K
1,1,1,OLD,20179985,코코,2018-01-11,1002101600,34.1,678072100,209.3,23090739016,122757,83385,211.8,2932310,805,2146,2018-02-03,_F
2,2,-1,OLD,20178126,인시디어스4: 라스트 키,2018-01-31,747861384,25.4,316444904,73.4,2176718364,89015,37754,73.7,291390,769,2599,2018-02-03,_F
3,3,0,OLD,20175054,메이즈 러너: 데스 큐어,2018-01-17,364251536,12.4,168556793,86.1,17843607904,43638,20069,85.1,2167800,508,978,2018-02-03,_F
4,4,0,OLD,20178395,12 솔져스,2018-01-31,313153200,10.7,164175500,110.2,768797900,35409,18385,108,96156,198,777,2018-02-03,_F
5,5,1,OLD,20179228,마야2,2018-02-01,156370400,5.3,124544700,391.3,256416900,20589,16032,351.8,34198,407,599,2018-02-03,_F
6,6,-1,OLD,20178469,올 더 머니,2018-02-01,91658400,3.1,38182200,71.4,207941800,10742,4384,69,25343,255,404,2018-02-03,_F
7,7,0,OLD,19980074,타이타닉,1998-02-20,52279000,1.8,19821500,61.1,4594621000,6534,2507,62.3,385331,107,177,2018-02-03,_F
8,8,0,OLD,20179462,위대한 쇼맨,2017-12-20,47387600,1.6,24740900,109.2,10996055200,5365,2744,104.7,1341667,78,123,2018-02-03,_F
9,9,0,OLD,20178230,커뮤터,2018-01-24,32777900,1.1,11368700,53.1,2197531755,3974,1386,53.6,273720,147,213,2018-02-03,_F
10,10,2,OLD,20179130,아기돼지 3형제와 쿵푸랜드,2018-02-01,19115200,0.7,12248200,178.4,35440700,2506,1501,149.4,4885,145,159,2018-02-03,_F
1,1,1,OLD,20176104,그것만이 내 세상,2018-01-17,1477505600,23.9,-87937048,-5.6,22512801537,175811,-10912,-5.8,2792046,863,3371,2018-02-04,
2,2,-1,OLD,20168323,염력,2018-01-31,1373258900,22.2,-343363480,-20,6393048857,164349,-39726,-19.5,846977,916,4735,2018-02-04,
3,3,0,OLD,20179985,코코,2018-01-11,942566100,15.3,-59535500,-5.9,24033305116,115294,-7463,-6.1,3047604,805,2177,2018-02-04,
4,4,0,OLD,20178126,인시디어스4: 라스트 키,2018-01-31,609603100,9.9,-138258284,-18.5,2786321464,71834,-17181,-19.3,363224,732,2436,2018-02-04,
5,5,0,OLD,20150976,신과함께-죄와 벌,2017-12-20,418652200,6.8,-23664200,-5.4,113967154437,49347,-3031,-5.8,14196197,533,1131,2018-02-04,
6,6,0,OLD,20175054,메이즈 러너: 데스 큐어,2018-01-17,319486200,5.2,-44765336,-12.3,18163094104,38545,-5093,-11.7,2206345,499,969,2018-02-04,
7,7,0,OLD,20178395,12 솔져스,2018-01-31,295627000,4.8,-17526200,-5.6,1064424900,33582,-1827,-5.2,129738,206,780,2018-02-04,
8,8,0,OLD,20170590,1987,2017-12-27,199378100,3.2,-9856600,-4.7,57744977745,23629,-1272,-5.1,7175404,397,641,2018-02-04,
9,9,0,OLD,20179228,마야2,2018-02-01,162088600,2.6,5718200,3.7,418505500,21016,427,2.1,55214,429,625,2018-02-04,
10,10,0,OLD,20178469,올 더 머니,2018-02-01,84024600,1.4,-7633800,-8.3,291966400,9842,-900,-8.4,35185,249,402,2018-02-04,
1,1,1,OLD,20176104,그것만이 내 세상,2018-01-17,1477505600,41.8,-87937048,-5.6,22512801537,175811,-10912,-5.8,2792046,863,3371,2018-02-04,_K
2,2,-1,OLD,20168323,염력,2018-01-31,1373258900,38.9,-343363480,-20,6393048857,164349,-39726,-19.5,846977,916,4735,2018-02-04,_K
3,3,0,OLD,20150976,신과함께-죄와 벌,2017-12-20,418652200,11.9,-23664200,-5.4,113967154437,49347,-3031,-5.8,14196197,533,1131,2018-02-04,_K
4,4,0,OLD,20170590,1987,2017-12-27,199378100,5.6,-9856600,-4.7,57744977745,23629,-1272,-5.1,7175404,397,641,2018-02-04,_K
5,5,0,OLD,20168161,1급기밀,2018-01-24,25110700,0.7,-1396900,-5.3,1678682100,3234,-183,-5.4,211488,126,176,2018-02-04,_K
6,6,0,OLD,20179205,조선명탐정: 흡혈괴마의 비밀,2018-02-08,13095800,0.4,-6666400,-33.7,221269000,1466,-797,-35.2,30409,7,7,2018-02-04,_K
7,7,0,OLD,20189525,젝스키스 에이틴,2018-01-18,6892000,0.2,3287500,91.2,282459400,860,447,108.2,37469,4,6,2018-02-04,_K
8,8,0,OLD,20169443,공동정범,2018-01-25,4057000,0.1,1361500,50.5,45412600,544,189,53.2,6189,26,29,2018-02-04,_K
9,9,0,OLD,20177473,비밥바룰라,2018-01-24,2262500,0.1,26500,1.2,298145200,334,1,0.3,42929,22,27,2018-02-04,_K
10,10,1,OLD,20174323,B급 며느리,2018-01-17,2611000,0.1,-124000,-4.5,64906600,309,-2,-0.6,8394,19,29,2018-02-04,_K
1,1,0,OLD,20179985,코코,2018-01-11,942566100,35.6,-59535500,-5.9,24033305116,115294,-7463,-6.1,3047604,805,2177,2018-02-04,_F
2,2,0,OLD,20178126,인시디어스4: 라스트 키,2018-01-31,609603100,23.0,-138258284,-18.5,2786321464,71834,-17181,-19.3,363224,732,2436,2018-02-04,_F
3,3,0,OLD,20175054,메이즈 러너: 데스 큐어,2018-01-17,319486200,12.1,-44765336,-12.3,18163094104,38545,-5093,-11.7,2206345,499,969,2018-02-04,_F
4,4,0,OLD,20178395,12 솔져스,2018-01-31,295627000,11.2,-17526200,-5.6,1064424900,33582,-1827,-5.2,129738,206,780,2018-02-04,_F
5,5,0,OLD,20179228,마야2,2018-02-01,162088600,6.1,5718200,3.7,418505500,21016,427,2.1,55214,429,625,2018-02-04,_F
6,6,0,OLD,20178469,올 더 머니,2018-02-01,84024600,3.2,-7633800,-8.3,291966400,9842,-900,-8.4,35185,249,402,2018-02-04,_F
7,7,0,OLD,19980074,타이타닉,1998-02-20,49003000,1.9,-3276000,-6.3,4643624000,6167,-367,-5.6,391498,101,176,2018-02-04,_F
8,8,0,OLD,20179462,위대한 쇼맨,2017-12-20,43763300,1.7,-3624300,-7.6,11039818500,4952,-413,-7.7,1346619,72,120,2018-02-04,_F
9,9,0,OLD,20178230,커뮤터,2018-01-24,30529200,1.2,-2248700,-6.9,2228060955,3725,-249,-6.3,277445,139,207,2018-02-04,_F
10,10,0,OLD,20179130,아기돼지 3형제와 쿵푸랜드,2018-02-01,23033100,0.9,3917900,20.5,58473800,2987,481,19.2,7872,154,169,2018-02-04,_F
1,1,0,OLD,20176104,그것만이 내 세상,2018-01-17,407485000,43.9,-1070020600,-72.4,22920286537,53836,-121975,-69.4,2845882,793,3161,2018-02-05,_K
2,2,0,OLD,20168323,염력,2018-01-31,265169200,28.6,-1108089700,-80.7,6658218057,35464,-128885,-78.4,882441,839,4075,2018-02-05,_K
3,3,0,OLD,20150976,신과함께-죄와 벌,2017-12-20,143441200,15.5,-275211000,-65.7,114110595637,19098,-30249,-61.3,14215295,487,1139,2018-02-05,_K
4,4,0,OLD,20170590,1987,2017-12-27,62977700,6.8,-136400400,-68.4,57807955445,8412,-15217,-64.4,7183816,413,706,2018-02-05,_K
5,5,0,OLD,20168161,1급기밀,2018-01-24,13614500,1.5,-11496200,-45.8,1692296600,2001,-1233,-38.1,213489,141,200,2018-02-05,_K
6,6,0,OLD,20179205,조선명탐정: 흡혈괴마의 비밀,2018-02-08,16172000,1.7,3076200,23.5,237441000,1814,348,23.7,32223,10,10,2018-02-05,_K
7,7,0,NEW,20176121,흥부: 글로 세상을 바꾼 자,2018-02-14,7784000,0.8,7784000,100,9618000,977,977,100,1239,4,6,2018-02-05,_K
8,8,1,OLD,20177473,비밥바룰라,2018-01-24,1956500,0.2,-306000,-13.5,300101700,335,1,0.3,43264,25,28,2018-02-05,_K
9,9,-2,OLD,20189525,젝스키스 에이틴,2018-01-18,2010000,0.2,-4882000,-70.8,284469400,308,-552,-64.2,37777,3,5,2018-02-05,_K
10,10,2,OLD,20175930,피의 연대기,2018-01-18,1579000,0.2,-532500,-25.2,47434600,196,-55,-21.9,5959,15,19,2018-02-05,_K
1,1,1,OLD,20178126,인시디어스4: 라스트 키,2018-01-31,211480900,27.4,-398122200,-65.3,2997802364,27338,-44496,-61.9,390562,623,2156,2018-02-05,_F
2,2,-1,OLD,20179985,코코,2018-01-11,197730100,25.6,-744836000,-79,24231035216,26150,-89144,-77.3,3073754,628,1736,2018-02-05,_F
3,3,0,OLD,20175054,메이즈 러너: 데스 큐어,2018-01-17,111307500,14.4,-208178700,-65.2,18274401604,14653,-23892,-62,2220998,471,1014,2018-02-05,_F
4,4,0,OLD,20178395,12 솔져스,2018-01-31,103593000,13.4,-192034000,-65,1168017900,12991,-20591,-61.3,142729,200,778,2018-02-05,_F
5,5,1,OLD,20178469,올 더 머니,2018-02-01,33648300,4.4,-50376300,-60,325614700,4533,-5309,-53.9,39718,247,438,2018-02-05,_F
6,6,1,OLD,19980074,타이타닉,1998-02-20,19863000,2.6,-29140000,-59.5,4663487000,2994,-3173,-51.5,394492,94,188,2018-02-05,_F
7,7,1,OLD,20179462,위대한 쇼맨,2017-12-20,20457600,2.7,-23305700,-53.3,11060276100,2575,-2377,-48,1349194,73,116,2018-02-05,_F
8,8,-3,OLD,20179228,마야2,2018-02-01,16071800,2.1,-146016800,-90.1,434577300,2370,-18646,-88.7,57584,246,294,2018-02-05,_F
9,9,0,OLD,20178230,커뮤터,2018-01-24,11449300,1.5,-19079900,-62.5,2239510255,1572,-2153,-57.8,279017,149,220,2018-02-05,_F
10,10,0,NEW,20170561,블랙 팬서,2018-02-14,8329000,1.1,8329000,100,16549000,957,957,100,1779,3,3,2018-02-05,_F
1,1,0,OLD,20176104,그것만이 내 세상,2018-01-17,414881500,25.1,7396500,1.8,23335168037,55685,1849,3.4,2901567,840,3264,2018-02-06,
2,2,0,OLD,20168323,염력,2018-01-31,224531800,13.6,-40637400,-15.3,6882749857,30414,-5050,-14.2,912855,839,3802,2018-02-06,
3,3,1,OLD,20179985,코코,2018-01-11,188034900,11.4,-9695200,-4.9,24419070116,25451,-699,-2.7,3099205,680,1748,2018-02-06,
4,4,-1,OLD,20178126,인시디어스4: 라스트 키,2018-01-31,187165700,11.3,-24315200,-11.5,3184968064,24381,-2957,-10.8,414943,610,2049,2018-02-06,
5,5,0,OLD,20150976,신과함께-죄와 벌,2017-12-20,127790100,7.7,-15651100,-10.9,114238385737,17177,-1921,-10.1,14232472,501,1140,2018-02-06,
6,6,0,OLD,20175054,메이즈 러너: 데스 큐어,2018-01-17,101555200,6.1,-9752300,-8.8,18375956804,13318,-1335,-9.1,2234316,477,1014,2018-02-06,
7,7,0,OLD,20178395,12 솔져스,2018-01-31,91873900,5.6,-11719100,-11.3,1259891800,11378,-1613,-12.4,154107,211,762,2018-02-06,
8,8,0,OLD,20170590,1987,2017-12-27,58442600,3.5,-4535100,-7.2,57866398045,7861,-551,-6.6,7191677,417,707,2018-02-06,
9,9,0,OLD,20178469,올 더 머니,2018-02-01,34913800,2.1,1265500,3.8,360528500,4787,254,5.6,44505,244,442,2018-02-06,
10,10,4,OLD,20179205,조선명탐정: 흡혈괴마의 비밀,2018-02-08,33726200,2.0,17554200,108.5,271167200,3283,1469,81,35506,27,27,2018-02-06,
1,1,0,OLD,20176104,그것만이 내 세상,2018-01-17,414881500,46.6,7396500,1.8,23335168037,55685,1849,3.4,2901567,840,3264,2018-02-06,_K
2,2,0,OLD,20168323,염력,2018-01-31,224531800,25.2,-40637400,-15.3,6882749857,30414,-5050,-14.2,912855,839,3802,2018-02-06,_K
3,3,0,OLD,20150976,신과함께-죄와 벌,2017-12-20,127790100,14.4,-15651100,-10.9,114238385737,17177,-1921,-10.1,14232472,501,1140,2018-02-06,_K
4,4,0,OLD,20170590,1987,2017-12-27,58442600,6.6,-4535100,-7.2,57866398045,7861,-551,-6.6,7191677,417,707,2018-02-06,_K
5,5,1,OLD,20179205,조선명탐정: 흡혈괴마의 비밀,2018-02-08,33726200,3.8,17554200,108.5,271167200,3283,1469,81,35506,27,27,2018-02-06,_K
6,6,-1,OLD,20168161,1급기밀,2018-01-24,11601500,1.3,-2013000,-14.8,1703898100,1648,-353,-17.6,215137,139,205,2018-02-06,_K
7,7,0,NEW,20162361,환절기,2018-02-22,6615000,0.7,6615000,100,6615000,735,735,100,735,2,3,2018-02-06,_K
8,8,5,OLD,20169443,공동정범,2018-01-25,3496100,0.4,2626100,301.9,49778700,464,347,296.6,6770,26,30,2018-02-06,_K
9,9,0,OLD,20189525,젝스키스 에이틴,2018-01-18,1985500,0.2,-24500,-1.2,286454900,290,-18,-5.8,38067,3,5,2018-02-06,_K
10,10,5,OLD,19738119,이별,1973-09-11,496000,0.1,298000,150.5,8778000,248,149,150.5,4366,2,8,2018-02-06,_K
1,1,1,OLD,20179985,코코,2018-01-11,188034900,24.6,-9695200,-4.9,24419070116,25451,-699,-2.7,3099205,680,1748,2018-02-06,_F
2,2,-1,OLD,20178126,인시디어스4: 라스트 키,2018-01-31,187165700,24.5,-24315200,-11.5,3184968064,24381,-2957,-10.8,414943,610,2049,2018-02-06,_F
3,3,0,OLD,20175054,메이즈 러너: 데스 큐어,2018-01-17,101555200,13.3,-9752300,-8.8,18375956804,13318,-1335,-9.1,2234316,477,1014,2018-02-06,_F
4,4,0,OLD,20178395,12 솔져스,2018-01-31,91873900,12.0,-11719100,-11.3,1259891800,11378,-1613,-12.4,154107,211,762,2018-02-06,_F
5,5,0,OLD,20178469,올 더 머니,2018-02-01,34913800,4.6,1265500,3.8,360528500,4787,254,5.6,44505,244,442,2018-02-06,_F
6,6,0,OLD,19980074,타이타닉,1998-02-20,20697500,2.7,834500,4.2,4684184500,3229,235,7.8,397721,96,194,2018-02-06,_F
7,7,1,OLD,20179228,마야2,2018-02-01,19297500,2.5,3225700,20.1,453874800,3165,795,33.5,60749,253,289,2018-02-06,_F
8,8,-1,OLD,20179462,위대한 쇼맨,2017-12-20,19946800,2.6,-510800,-2.5,11080222900,2575,0,0,1351769,77,128,2018-02-06,_F
9,9,0,NEW,20189901,더 포리너,2018-02-07,17893600,2.3,17893600,100,19269600,2424,2424,100,2596,19,19,2018-02-06,_F
10,10,-1,OLD,20178230,커뮤터,2018-01-24,10888000,1.4,-561300,-4.9,2250398255,1516,-56,-3.6,280533,144,210,2018-02-06,_F
1,1,0,OLD,20176104,그것만이 내 세상,2018-01-17,411245100,25.4,-3636400,-0.9,23746413137,55124,-561,-1,2956691,860,3383,2018-02-07,
2,2,1,OLD,20179985,코코,2018-01-11,194585900,12.0,6551000,3.5,24613656016,26116,665,2.6,3125321,645,1787,2018-02-07,
3,3,1,OLD,20178126,인시디어스4: 라스트 키,2018-01-31,176967300,10.9,-10198400,-5.4,3361935364,23077,-1304,-5.3,438020,575,1906,2018-02-07,
4,4,-2,OLD,20168323,염력,2018-01-31,165639100,10.2,-58892700,-26.2,7048388957,22656,-7758,-25.5,935511,766,3108,2018-02-07,
5,5,0,OLD,20150976,신과함께-죄와 벌,2017-12-20,129356900,8.0,1566800,1.2,114367742637,17338,161,0.9,14249810,530,1244,2018-02-07,
